Constituency,Ac No,Const. Type,Cand Age,Cand Category,Cand Name,Gender,Cand Sl No,% of Vote Share,"""Candidate Count""",Total Votes (Overall),State Filter,Margin Bands,LOD: Cand Votes Polled,Cand Votes as % of Total Const Votes,winner count,Age Band,Candidate_Position (copy),Candidate_Position (group),Candidate Position,Count of Candidates (SNo),LOD: Const Votes Polled,Partyabbre,Partytype,Party Name,St Code,State,Total Votes Polled,Total Votes Polled (R),Year,Margin
Porvorim,9,GEN,61,GEN,Fermeena P. Khaunte,Female,1,0.14%,Candidate Count,848861,TRUE,Upto 100,1217,7%,0,61-70,3,Lost,3,1,16631,NCP,National,Nationalist Congress Party,S05,Goa,1217,1217,2012,0
Benaulim,32,GEN,32,GEN,Valanka Alemao,Female,1,0.91%,Candidate Count,848861,TRUE,Upto 100,7694,36%,0,31-35,2,Lost,2,1,21097,INC,National,Indian National Congress,S05,Goa,7694,7694,2012,0
Taleigao,12,GEN,40,GEN,Jennifer A. Monserrate,Female,2,1.26%,Candidate Count,848861,TRUE,1001-2000,10682,51%,1,36-40,1,Won,1,1,20996,INC,National,Indian National Congress,S05,Goa,10682,9531,2012,"1,151"
Siroda,22,GEN,52,GEN,Shaila Shenvi Borkar,Female,4,0.03%,Candidate Count,848861,TRUE,Upto 100,230,1%,0,51-60,4,Lost,4,1,22984,AITC,State,All India Trinamool Congress,S05,Goa,230,230,2012,0
Taleigao,12,GEN,64,GEN,Annabelle Maria Pereira,Female,3,0.04%,Candidate Count,848861,TRUE,Upto 100,333,2%,0,61-70,3,Lost,3,1,20996,GSRP,Unrecognised,Goa Su-Raj Party,S05,Goa,333,333,2012,0
Cortalim,27,GEN,52,GEN,Nelly Rodrigues,Female,3,0.61%,Candidate Count,848861,TRUE,Upto 100,5158,25%,0,51-60,2,Lost,2,1,20422,GVP,Unrecognised,Goa Vikas Party,S05,Goa,5158,5158,2012,0
Taleigao,12,GEN,34,GEN,Natty Po,Female,4,0.03%,Candidate Count,848861,TRUE,Upto 100,226,1%,0,31-35,4,Lost,4,1,20996,SJP(R),Unrecognised,Samajwadi Janata Party (Rashtriya),S05,Goa,226,226,2012,0
Mapusa,5,GEN,33,GEN,Francisca De Souza,Female,4,0.03%,Candidate Count,848861,TRUE,Upto 100,280,1%,0,31-35,3,Lost,3,1,20209,IND,Independent,Independent,S05,Goa,280,280,2012,0
Cumbarjua,15,GEN,65,GEN,Nirmala P. Sawant,Female,5,0.94%,Candidate Count,848861,TRUE,Upto 100,7981,40%,0,61-70,2,Lost,2,1,19817,IND,Independent,Independent,S05,Goa,7981,7981,2012,0
Mandrem,1,GEN,48,GEN,Dayanand Raghunath Sopte,Male,1,1.00%,Candidate Count,848861,TRUE,Upto 100,8520,33%,0,46-50,2,Lost,2,1,25928,INC,National,Indian National Congress,S05,Goa,8520,8520,2012,0
Bicholim,3,GEN,44,GEN,Manohar Pandurang Shirodkar,Male,1,0.64%,Candidate Count,848861,TRUE,Upto 100,5411,26%,0,41-45,3,Lost,3,1,20994,BJP,National,Bharatiya Janata Party,S05,Goa,5411,5411,2012,0
Tivim,4,GEN,40,GEN,Kiran Mohan Kandolkar,Male,1,1.23%,Candidate Count,848861,TRUE,1001-2000,10473,52%,1,36-40,1,Won,1,1,20314,BJP,National,Bharatiya Janata Party,S05,Goa,10473,9361,2012,"1,112"
Mapusa,5,GEN,38,GEN,Ashish Tulshidas Shirodkar,Male,1,0.56%,Candidate Count,848861,TRUE,Upto 100,4786,24%,0,36-40,2,Lost,2,1,20209,NCP,National,Nationalist Congress Party,S05,Goa,4786,4786,2012,0
Siolim,6,GEN,56,GEN,Dayanand Mandrekar,Male,1,1.35%,Candidate Count,848861,TRUE,2001-5000,11430,53%,1,51-60,1,Won,1,1,21635,BJP,National,Bharatiya Janata Party,S05,Goa,11430,9259,2012,"2,171"
Saligao,7,GEN,47,GEN,Dilip Parulekar,Male,1,1.19%,Candidate Count,848861,TRUE,5001-10000,10084,52%,1,46-50,1,Won,1,1,19409,BJP,National,Bharatiya Janata Party,S05,Goa,10084,4276,2012,"5,808"
Calangute,8,GEN,49,GEN,Agnelo Nicholas Fernandes,Male,1,0.95%,Candidate Count,848861,TRUE,Upto 100,8022,44%,0,46-50,2,Lost,2,1,18348,INC,National,Indian National Congress,S05,Goa,8022,8022,2012,0
Aldona,10,GEN,61,GEN,Dayanand G. Narvekar,Male,1,0.92%,Candidate Count,848861,TRUE,Upto 100,7839,39%,0,61-70,2,Lost,2,1,20289,INC,National,Indian National Congress,S05,Goa,7839,7839,2012,0
Panaji,11,GEN,58,GEN,Christopher Fonseca,Male,1,0.05%,Candidate Count,848861,TRUE,Upto 100,383,2%,0,51-60,3,Lost,3,1,16763,CPI,National,Communist Party of India,S05,Goa,383,383,2012,0
Taleigao,12,GEN,33,GEN,Dattaprasad Madhukar Naik,Male,1,1.12%,Candidate Count,848861,TRUE,Upto 100,9531,45%,0,31-35,2,Lost,2,1,20996,BJP,National,Bharatiya Janata Party,S05,Goa,9531,9531,2012,0
St. Cruz,13,GEN,49,GEN,Atanasio J. Monserrate,Male,1,1.02%,Candidate Count,848861,TRUE,2001-5000,8644,40%,1,46-50,1,Won,1,1,21381,INC,National,Indian National Congress,S05,Goa,8644,6308,2012,"2,336"
St. Andre,14,GEN,43,GEN,Francisco Silveira,Male,1,0.90%,Candidate Count,848861,TRUE,Upto 100,7599,44%,0,41-45,2,Lost,2,1,17209,INC,National,Indian National Congress,S05,Goa,7599,7599,2012,0
Maem,16,GEN,49,GEN,Anant Shet,Male,1,1.42%,Candidate Count,848861,TRUE,5001-10000,12054,54%,1,46-50,1,Won,1,1,22411,BJP,National,Bharatiya Janata Party,S05,Goa,12054,6335,2012,"5,719"
Sanquelim,17,GEN,38,GEN,Pramod  Sawant,Male,1,1.68%,Candidate Count,848861,TRUE,5001-10000,14255,66%,1,36-40,1,Won,1,1,21592,BJP,National,Bharatiya Janata Party,S05,Goa,14255,7337,2012,"6,918"
Poriem,18,GEN,73,GEN,Pratapsingh  Raoji Rane,Male,1,1.62%,Candidate Count,848861,TRUE,2001-5000,13772,55%,1,>70,1,Won,1,1,24997,INC,National,Indian National Congress,S05,Goa,13772,11225,2012,"2,547"
Valpoi,19,GEN,50,GEN,Satyavijay Subrai Naik,Male,1,1.12%,Candidate Count,848861,TRUE,Upto 100,9473,41%,0,46-50,2,Lost,2,1,23129,BJP,National,Bharatiya Janata Party,S05,Goa,9473,9473,2012,0
Priol,20,GEN,40,GEN,Dhaku A. Madkaikar,Male,1,0.19%,Candidate Count,848861,TRUE,Upto 100,1625,7%,0,36-40,3,Lost,3,1,24668,INC,National,Indian National Congress,S05,Goa,1625,1625,2012,0
Siroda,22,GEN,54,GEN,Mahadev Narayan Naik,Male,1,1.44%,Candidate Count,848861,TRUE,2001-5000,12216,53%,1,51-60,1,Won,1,1,22984,BJP,National,Bharatiya Janata Party,S05,Goa,12216,9954,2012,"2,262"
Mormugao,24,GEN,48,GEN,Milind Sagun Naik,Male,1,0.87%,Candidate Count,848861,TRUE,101-1000,7419,46%,1,46-50,1,Won,1,1,16236,BJP,National,Bharatiya Janata Party,S05,Goa,7419,6506,2012,913
Vasco-da-gama,25,GEN,53,GEN,Jose Filepe D'Souza,Male,1,0.82%,Candidate Count,848861,TRUE,Upto 100,6978,32%,0,51-60,2,Lost,2,1,21751,NCP,National,Nationalist Congress Party,S05,Goa,6978,6978,2012,0
Dabolim,26,GEN,52,GEN,Mauvin Heliodoro Godinho,Male,1,0.88%,Candidate Count,848861,TRUE,101-1000,7468,49%,1,51-60,1,Won,1,1,15274,INC,National,Indian National Congress,S05,Goa,7468,6524,2012,944
Nuvem,28,GEN,55,GEN,Aleixo Sequeira,Male,1,0.95%,Candidate Count,848861,TRUE,Upto 100,8092,37%,0,51-60,2,Lost,2,1,21597,INC,National,Indian National Congress,S05,Goa,8092,8092,2012,0
Curtorim,29,GEN,43,GEN,Aleixo Reginaldo Lourenco,Male,1,1.32%,Candidate Count,848861,TRUE,2001-5000,11221,57%,1,41-45,1,Won,1,1,19647,INC,National,Indian National Congress,S05,Goa,11221,7152,2012,"4,069"
Fatorda,30,GEN,40,GEN,Damodar (Damu) G. Naik,Male,1,0.99%,Candidate Count,848861,TRUE,Upto 100,8436,39%,0,36-40,2,Lost,2,1,21441,BJP,National,Bharatiya Janata Party,S05,Goa,8436,8436,2012,0
Margao,31,GEN,57,GEN,Digambar Kamat,Male,1,1.42%,Candidate Count,848861,TRUE,2001-5000,12041,54%,1,51-60,1,Won,1,1,22149,INC,National,Indian National Congress,S05,Goa,12041,7589,2012,"4,452"
Navelim,33,GEN,62,GEN,Churchill Alemao,Male,1,0.95%,Candidate Count,848861,TRUE,Upto 100,8086,43%,0,61-70,2,Lost,2,1,18780,INC,National,Indian National Congress,S05,Goa,8086,8086,2012,0
Cuncolim,34,GEN,55,GEN,Alemao Joaquim,Male,1,0.76%,Candidate Count,848861,TRUE,Upto 100,6425,31%,0,51-60,2,Lost,2,1,20740,INC,National,Indian National Congress,S05,Goa,6425,6425,2012,0
Velim,35,GEN,49,GEN,Filipe Nery Rodrigues,Male,1,0.97%,Candidate Count,848861,TRUE,Upto 100,8238,37%,0,46-50,2,Lost,2,1,22128,INC,National,Indian National Congress,S05,Goa,8238,8238,2012,0
Quepem,36,GEN,40,GEN,Chandrakant Kavalekar,Male,1,1.30%,Candidate Count,848861,TRUE,5001-10000,10994,44%,1,36-40,1,Won,1,1,24861,INC,National,Indian National Congress,S05,Goa,10994,4621,2012,"6,373"
Curchorem,37,GEN,39,GEN,Nilesh Cabral,Male,1,1.68%,Candidate Count,848861,TRUE,5001-10000,14299,72%,1,36-40,1,Won,1,1,19806,BJP,National,Bharatiya Janata Party,S05,Goa,14299,5507,2012,"8,792"
Sanguem,39,GEN,28,GEN,Alemao Yuri,Male,1,0.82%,Candidate Count,848861,TRUE,Upto 100,6971,32%,0,Upto 30,2,Lost,2,1,21501,NCP,National,Nationalist Congress Party,S05,Goa,6971,6971,2012,0
Canacona,40,GEN,60,GEN,Isidore Aleixinho Fernandes,Male,1,1.37%,Candidate Count,848861,TRUE,Upto 100,11624,44%,0,51-60,2,Lost,2,1,26589,INC,National,Indian National Congress,S05,Goa,11624,11624,2012,0
Mandrem,1,GEN,56,GEN,Laxmikant Parsekar,Male,2,1.41%,Candidate Count,848861,TRUE,2001-5000,11955,46%,1,51-60,1,Won,1,1,25928,BJP,National,Bharatiya Janata Party,S05,Goa,11955,8520,2012,"3,435"
Bicholim,3,GEN,48,GEN,Rajesh T. Patnekar,Male,2,0.77%,Candidate Count,848861,TRUE,Upto 100,6532,31%,0,46-50,2,Lost,2,1,20994,INC,National,Indian National Congress,S05,Goa,6532,6532,2012,0
Tivim,4,GEN,48,GEN,Nilkanth Ramnath Halarnkar,Male,2,1.10%,Candidate Count,848861,TRUE,Upto 100,9361,46%,0,46-50,2,Lost,2,1,20314,NCP,National,Nationalist Congress Party,S05,Goa,9361,9361,2012,0
Mapusa,5,GEN,57,GEN,Francis D'Souza,Male,2,1.76%,Candidate Count,848861,TRUE,10001-20000,14955,74%,1,51-60,1,Won,1,1,20209,BJP,National,Bharatiya Janata Party,S05,Goa,14955,4786,2012,"10,169"
Siolim,6,GEN,53,GEN,Uday Dattaram Paliemkar,Male,2,1.09%,Candidate Count,848861,TRUE,Upto 100,9259,43%,0,51-60,2,Lost,2,1,21635,INC,National,Indian National Congress,S05,Goa,9259,9259,2012,0
Saligao,7,GEN,47,GEN,Gajanan Rama Naik,Male,2,0.02%,Candidate Count,848861,TRUE,Upto 100,166,1%,0,46-50,7,Lost,7,1,19409,CPI,National,Communist Party of India,S05,Goa,166,166,2012,0
Calangute,8,GEN,35,GEN,Michael Vincent Lobo,Male,2,1.17%,Candidate Count,848861,TRUE,1001-2000,9891,54%,1,31-35,1,Won,1,1,18348,BJP,National,Bharatiya Janata Party,S05,Goa,9891,8022,2012,"1,869"
Porvorim,9,GEN,61,GEN,Govind Parvatkar,Male,2,0.83%,Candidate Count,848861,TRUE,Upto 100,7071,43%,0,61-70,2,Lost,2,1,16631,BJP,National,Bharatiya Janata Party,S05,Goa,7071,7071,2012,0
Aldona,10,GEN,50,GEN,Ticlo Glenn J V A E Souza,Male,2,1.33%,Candidate Count,848861,TRUE,2001-5000,11315,56%,1,46-50,1,Won,1,1,20289,BJP,National,Bharatiya Janata Party,S05,Goa,11315,7839,2012,"3,476"
Panaji,11,GEN,56,GEN,Manohar Parrikar,Male,2,1.31%,Candidate Count,848861,TRUE,5001-10000,11086,66%,1,51-60,1,Won,1,1,16763,BJP,National,Bharatiya Janata Party,S05,Goa,11086,5018,2012,"6,068"
St. Andre,14,GEN,47,GEN,Vishnu Surya Naik Wagh,Male,2,1.04%,Candidate Count,848861,TRUE,1001-2000,8818,51%,1,46-50,1,Won,1,1,17209,BJP,National,Bharatiya Janata Party,S05,Goa,8818,7599,2012,"1,219"
Maem,16,GEN,66,GEN,Kamlakant Gadekar,Male,2,0.03%,Candidate Count,848861,TRUE,Upto 100,225,1%,0,61-70,4,Lost,4,1,22411,CPM,National,Communist Party of India  (Marxist),S05,Goa,225,225,2012,0
Sanquelim,17,GEN,48,GEN,Pratap Gauns,Male,2,0.86%,Candidate Count,848861,TRUE,Upto 100,7337,34%,0,46-50,2,Lost,2,1,21592,INC,National,Indian National Congress,S05,Goa,7337,7337,2012,0
Poriem,18,GEN,39,GEN,Vishwajit Krishnarao Rane,Male,2,1.32%,Candidate Count,848861,TRUE,Upto 100,11225,45%,0,36-40,2,Lost,2,1,24997,BJP,National,Bharatiya Janata Party,S05,Goa,11225,11225,2012,0
Valpoi,19,GEN,40,GEN,Vishwajit Pratapsingh Rane,Male,2,1.46%,Candidate Count,848861,TRUE,2001-5000,12412,54%,1,36-40,1,Won,1,1,23129,INC,National,Indian National Congress,S05,Goa,12412,9473,2012,"2,939"
Ponda,21,GEN,65,GEN,Ravi Naik,Male,2,1.12%,Candidate Count,848861,TRUE,Upto 100,9472,41%,0,61-70,2,Lost,2,1,23230,INC,National,Indian National Congress,S05,Goa,9472,9472,2012,0
Siroda,22,GEN,59,GEN,Subhash Ankush Shirodkar,Male,2,1.17%,Candidate Count,848861,TRUE,Upto 100,9954,43%,0,51-60,2,Lost,2,1,22984,INC,National,Indian National Congress,S05,Goa,9954,9954,2012,0
Marcaim,23,GEN,35,GEN,Ritesh Naik,Male,2,0.91%,Candidate Count,848861,TRUE,Upto 100,7722,34%,0,31-35,2,Lost,2,1,22674,INC,National,Indian National Congress,S05,Goa,7722,7722,2012,0
Mormugao,24,GEN,36,GEN,Sankalp Padmanabh Amonkar,Male,2,0.77%,Candidate Count,848861,TRUE,Upto 100,6506,40%,0,36-40,2,Lost,2,1,16236,INC,National,Indian National Congress,S05,Goa,6506,6506,2012,0
Vasco-da-gama,25,GEN,48,GEN,Jose Luis Carlos Almeida,Male,2,1.35%,Candidate Count,848861,TRUE,2001-5000,11468,53%,1,46-50,1,Won,1,1,21751,BJP,National,Bharatiya Janata Party,S05,Goa,11468,6978,2012,"4,490"
Cortalim,27,GEN,63,GEN,Matanhy Saldanha,Male,2,0.87%,Candidate Count,848861,TRUE,2001-5000,7427,36%,1,61-70,1,Won,1,1,20422,BJP,National,Bharatiya Janata Party,S05,Goa,7427,5158,2012,"2,269"
Fatorda,30,GEN,65,GEN,M. K. Shaikh,Male,2,0.08%,Candidate Count,848861,TRUE,Upto 100,660,3%,0,61-70,5,Lost,5,1,21441,INC,National,Indian National Congress,S05,Goa,660,660,2012,0
Margao,31,GEN,39,GEN,Mahatme Rupesh,Male,2,0.89%,Candidate Count,848861,TRUE,Upto 100,7589,34%,0,36-40,2,Lost,2,1,22149,BJP,National,Bharatiya Janata Party,S05,Goa,7589,7589,2012,0
Cuncolim,34,GEN,59,GEN,Subhash Alias Rajan Kashinath Naik,Male,2,0.91%,Candidate Count,848861,TRUE,1001-2000,7738,37%,1,51-60,1,Won,1,1,20740,BJP,National,Bharatiya Janata Party,S05,Goa,7738,6425,2012,"1,313"
Curchorem,37,GEN,45,GEN,Shyam Gopinath Satardekar,Male,2,0.65%,Candidate Count,848861,TRUE,Upto 100,5507,28%,0,41-45,2,Lost,2,1,19806,INC,National,Indian National Congress,S05,Goa,5507,5507,2012,0
Sanvordem,38,GEN,56,GEN,Govind Sawant,Male,2,0.16%,Candidate Count,848861,TRUE,Upto 100,1328,6%,0,51-60,4,Lost,4,1,23344,INC,National,Indian National Congress,S05,Goa,1328,1328,2012,0
Sanguem,39,GEN,46,GEN,Subhash  U. Phal Dessai,Male,2,0.88%,Candidate Count,848861,TRUE,101-1000,7454,35%,1,46-50,1,Won,1,1,21501,BJP,National,Bharatiya Janata Party,S05,Goa,7454,6971,2012,483
Saligao,7,GEN,69,GEN,Suresh V. Parulekar,Male,3,0.20%,Candidate Count,848861,TRUE,Upto 100,1729,9%,0,61-70,3,Lost,3,1,19409,NCP,National,Nationalist Congress Party,S05,Goa,1729,1729,2012,0
Panaji,11,GEN,45,GEN,Yatin Parekh,Male,3,0.59%,Candidate Count,848861,TRUE,Upto 100,5018,30%,0,41-45,2,Lost,2,1,16763,INC,National,Indian National Congress,S05,Goa,5018,5018,2012,0
St. Cruz,13,GEN,48,GEN,Pedro Caitano Pires,Male,3,0.03%,Candidate Count,848861,TRUE,Upto 100,221,1%,0,46-50,4,Lost,4,1,21381,CPI,National,Communist Party of India,S05,Goa,221,221,2012,0
Maem,16,GEN,43,GEN,Rudresh Chodankar,Male,3,0.42%,Candidate Count,848861,TRUE,Upto 100,3585,16%,0,41-45,3,Lost,3,1,22411,NCP,National,Nationalist Congress Party,S05,Goa,3585,3585,2012,0
Ponda,21,GEN,55,GEN,Lavoo Mamledar,Male,1,1.49%,Candidate Count,848861,TRUE,2001-5000,12662,55%,1,51-60,1,Won,1,1,23230,MAG,State,Maharashtrawadi Gomantak,S05,Goa,12662,9472,2012,"3,190"
Marcaim,23,GEN,55,GEN,Ramkrishna Alias Sudin Dhavalikar,Male,1,1.76%,Candidate Count,848861,TRUE,5001-10000,14952,66%,1,51-60,1,Won,1,1,22674,MAG,State,Maharashtrawadi Gomantak,S05,Goa,14952,7722,2012,"7,230"
St. Cruz,13,GEN,43,GEN,Dinar Purshottam Kamat Tarcar,Male,2,0.69%,Candidate Count,848861,TRUE,Upto 100,5824,27%,0,41-45,3,Lost,3,1,21381,MAG,State,Maharashtrawadi Gomantak,S05,Goa,5824,5824,2012,0
Priol,20,GEN,53,GEN,Pandurang Alias Deepak Dhavalikar,Male,2,1.44%,Candidate Count,848861,TRUE,2001-5000,12264,50%,1,51-60,1,Won,1,1,24668,MAG,State,Maharashtrawadi Gomantak,S05,Goa,12264,10164,2012,"2,100"
Dabolim,26,GEN,35,GEN,Premanand Nanoskar,Male,2,0.77%,Candidate Count,848861,TRUE,Upto 100,6524,43%,0,31-35,2,Lost,2,1,15274,MAG,State,Maharashtrawadi Gomantak,S05,Goa,6524,6524,2012,0
Nuvem,28,GEN,54,GEN,Prabhakar Rupo Gaude,Male,2,0.03%,Candidate Count,848861,TRUE,Upto 100,250,1%,0,51-60,5,Lost,5,1,21597,MAG,State,Maharashtrawadi Gomantak,S05,Goa,250,250,2012,0
Navelim,33,GEN,57,GEN,Jose Paul Coutinho,Male,2,0.02%,Candidate Count,848861,TRUE,Upto 100,202,1%,0,51-60,4,Lost,4,1,18780,JD(U),State,Janata Dal  (United),S05,Goa,202,202,2012,0
Velim,35,GEN,44,GEN,Michael Beny Da Costa,Male,2,0.04%,Candidate Count,848861,TRUE,Upto 100,340,2%,0,41-45,4,Lost,4,1,22128,AITC,State,All India Trinamool Congress,S05,Goa,340,340,2012,0
Bicholim,3,GEN,65,GEN,Pandurang Dattaram Raut,Male,3,0.08%,Candidate Count,848861,TRUE,Upto 100,720,3%,0,61-70,4,Lost,4,1,20994,AITC,State,All India Trinamool Congress,S05,Goa,720,720,2012,0
Tivim,4,GEN,64,GEN,Dattaram Govind Sawant,Male,3,0.01%,Candidate Count,848861,TRUE,Upto 100,109,1%,0,61-70,5,Lost,5,1,20314,SHS,State,Shivsena,S05,Goa,109,109,2012,0
Mapusa,5,GEN,37,GEN,Mittu Mujavar,Male,3,0.02%,Candidate Count,848861,TRUE,Upto 100,188,1%,0,36-40,4,Lost,4,1,20209,AITC,State,All India Trinamool Congress,S05,Goa,188,188,2012,0
St. Andre,14,GEN,45,GEN,Milton S. Marshal,Male,3,0.04%,Candidate Count,848861,TRUE,Upto 100,352,2%,0,41-45,4,Lost,4,1,17209,AITC,State,All India Trinamool Congress,S05,Goa,352,352,2012,0
Siroda,22,GEN,29,GEN,Savio Fernandes,Male,3,0.02%,Candidate Count,848861,TRUE,Upto 100,162,1%,0,Upto 30,5,Lost,5,1,22984,SP,State,Samajwadi Party,S05,Goa,162,162,2012,0
Dabolim,26,GEN,52,GEN,Pratap Mardolkar,Male,3,0.10%,Candidate Count,848861,TRUE,Upto 100,849,6%,0,51-60,3,Lost,3,1,15274,AITC,State,All India Trinamool Congress,S05,Goa,849,849,2012,0
Curtorim,29,GEN,36,GEN,William D'Cruz,Male,3,0.02%,Candidate Count,848861,TRUE,Upto 100,156,1%,0,36-40,5,Lost,5,1,19647,JD(U),State,Janata Dal  (United),S05,Goa,156,156,2012,0
Margao,31,GEN,42,GEN,Coutinho Savio Hugo,Male,3,0.22%,Candidate Count,848861,TRUE,Upto 100,1873,8%,0,41-45,3,Lost,3,1,22149,AITC,State,All India Trinamool Congress,S05,Goa,1873,1873,2012,0
Benaulim,32,GEN,36,GEN,John Fernandes,Male,3,0.15%,Candidate Count,848861,TRUE,Upto 100,1277,6%,0,36-40,4,Lost,4,1,21097,AITC,State,All India Trinamool Congress,S05,Goa,1277,1277,2012,0
Cuncolim,34,GEN,44,GEN,Derick Dias,Male,3,0.01%,Candidate Count,848861,TRUE,Upto 100,85,0%,0,41-45,8,Lost,8,1,20740,JD(U),State,Janata Dal  (United),S05,Goa,85,85,2012,0
Sanguem,39,GEN,56,GEN,Arun Krishna Raikar,Male,3,0.02%,Candidate Count,848861,TRUE,Upto 100,134,1%,0,51-60,6,Lost,6,1,21501,AITC,State,All India Trinamool Congress,S05,Goa,134,134,2012,0
Canacona,40,GEN,35,GEN,Sapnesh Desai,Male,3,0.08%,Candidate Count,848861,TRUE,Upto 100,637,2%,0,31-35,3,Lost,3,1,26589,AITC,State,All India Trinamool Congress,S05,Goa,637,637,2012,0
Mandrem,1,GEN,42,GEN,Sameer Salgaocar,Male,4,0.54%,Candidate Count,848861,TRUE,Upto 100,4591,18%,0,41-45,3,Lost,3,1,25928,AITC,State,All India Trinamool Congress,S05,Goa,4591,4591,2012,0
Siolim,6,GEN,32,GEN,Mukesh Madhukar Sawant,Male,4,0.01%,Candidate Count,848861,TRUE,Upto 100,66,0%,0,31-35,6,Lost,6,1,21635,SP,State,Samajwadi Party,S05,Goa,66,66,2012,0
Aldona,10,GEN,84,GEN,Wilfred D'Souza,Male,4,0.08%,Candidate Count,848861,TRUE,Upto 100,643,3%,0,>70,3,Lost,3,1,20289,AITC,State,All India Trinamool Congress,S05,Goa,643,643,2012,0
Panaji,11,GEN,45,GEN,Dominic Savio A. E.Fernandes,Male,4,0.02%,Candidate Count,848861,TRUE,Upto 100,172,1%,0,41-45,4,Lost,4,1,16763,JD(U),State,Janata Dal  (United),S05,Goa,172,172,2012,0
Priol,20,GEN,63,GEN,Shashi Panjikar,Male,4,0.05%,Candidate Count,848861,TRUE,Upto 100,414,2%,0,61-70,4,Lost,4,1,24668,AITC,State,All India Trinamool Congress,S05,Goa,414,414,2012,0
Ponda,21,GEN,27,GEN,Sayad Imtiyaz,Male,4,0.06%,Candidate Count,848861,TRUE,Upto 100,502,2%,0,Upto 30,3,Lost,3,1,23230,AITC,State,All India Trinamool Congress,S05,Goa,502,502,2012,0
Mormugao,24,GEN,28,GEN,Jerry Fernandes,Male,4,0.04%,Candidate Count,848861,TRUE,Upto 100,346,2%,0,Upto 30,4,Lost,4,1,16236,AITC,State,All India Trinamool Congress,S05,Goa,346,346,2012,0
Vasco-da-gama,25,GEN,30,GEN,Amindin Mulla,Male,4,0.04%,Candidate Count,848861,TRUE,Upto 100,328,2%,0,Upto 30,6,Lost,6,1,21751,AITC,State,All India Trinamool Congress,S05,Goa,328,328,2012,0
Fatorda,30,GEN,52,GEN,Ashok Tukaram Korgaoker,Male,4,0.01%,Candidate Count,848861,TRUE,Upto 100,57,0%,0,51-60,6,Lost,6,1,21441,SP,State,Samajwadi Party,S05,Goa,57,57,2012,0
Ponda,21,GEN,27,GEN,Vaibhav P Marathe,Male,5,0.01%,Candidate Count,848861,TRUE,Upto 100,91,0%,0,Upto 30,7,Lost,7,1,23230,SP,State,Samajwadi Party,S05,Goa,91,91,2012,0
Mormugao,24,GEN,51,GEN,Shantaram Vasudev Paradkar,Male,5,0.00%,Candidate Count,848861,TRUE,Upto 100,37,0%,0,51-60,7,Lost,7,1,16236,SHS,State,Shivsena,S05,Goa,37,37,2012,0
Vasco-da-gama,25,GEN,58,GEN,Gluck D'Souza,Male,5,0.01%,Candidate Count,848861,TRUE,Upto 100,104,0%,0,51-60,9,Lost,9,1,21751,JD(U),State,Janata Dal  (United),S05,Goa,104,104,2012,0
Cortalim,27,GEN,47,GEN,Tolentino D'Souza,Male,5,0.09%,Candidate Count,848861,TRUE,Upto 100,728,4%,0,46-50,5,Lost,5,1,20422,AITC,State,All India Trinamool Congress,S05,Goa,728,728,2012,0
Cuncolim,34,GEN,49,GEN,Mario Morais,Male,5,0.04%,Candidate Count,848861,TRUE,Upto 100,325,2%,0,46-50,6,Lost,6,1,20740,AITC,State,All India Trinamool Congress,S05,Goa,325,325,2012,0
Vasco-da-gama,25,GEN,42,GEN,Jagdish Yadu Durbhatkar,Male,7,0.01%,Candidate Count,848861,TRUE,Upto 100,64,0%,0,41-45,11,Lost,11,1,21751,SHS,State,Shivsena,S05,Goa,64,64,2012,0
Cumbarjua,15,GEN,45,GEN,Pramod Naik,Male,2,0.02%,Candidate Count,848861,TRUE,Upto 100,155,1%,0,41-45,4,Lost,4,1,19817,JMBP,Unrecognised,Jai Maha Bharath Party,S05,Goa,155,155,2012,0
Curtorim,29,GEN,45,GEN,Conceicao Santano Dias,Male,2,0.06%,Candidate Count,848861,TRUE,Upto 100,515,3%,0,41-45,4,Lost,4,1,19647,UGDP,Unrecognised,United Goans Democratic Party,S05,Goa,515,515,2012,0
Benaulim,32,GEN,52,GEN,Caetano R. Silva,Male,2,1.14%,Candidate Count,848861,TRUE,2001-5000,9695,46%,1,51-60,1,Won,1,1,21097,GVP,Unrecognised,Goa Vikas Party,S05,Goa,9695,7694,2012,"2,001"
Mandrem,1,GEN,51,GEN,Menino Francis Monteiro,Male,3,0.03%,Candidate Count,848861,TRUE,Upto 100,295,1%,0,51-60,4,Lost,4,1,25928,GVP,Unrecognised,Goa Vikas Party,S05,Goa,295,295,2012,0
Siolim,6,GEN,28,GEN,Abhijit Dhargalkar,Male,3,0.03%,Candidate Count,848861,TRUE,Upto 100,274,1%,0,Upto 30,4,Lost,4,1,21635,JMBP,Unrecognised,Jai Maha Bharath Party,S05,Goa,274,274,2012,0
Porvorim,9,GEN,43,GEN,Raju D'Souza,Male,3,0.02%,Candidate Count,848861,TRUE,Upto 100,139,1%,0,41-45,5,Lost,5,1,16631,SJP(R),Unrecognised,Samajwadi Janata Party (Rashtriya),S05,Goa,139,139,2012,0
Aldona,10,GEN,60,GEN,Julius Pereira,Male,3,0.03%,Candidate Count,848861,TRUE,Upto 100,236,1%,0,51-60,5,Lost,5,1,20289,GSRP,Unrecognised,Goa Su-Raj Party,S05,Goa,236,236,2012,0
