Constituency,Ac No,Const. Type,Cand Age,Cand Category,Cand Name,Gender,Cand Sl No,% of Vote Share,"""Candidate Count""",Total Votes (Overall),State Filter,Margin Bands,LOD: Cand Votes Polled,Cand Votes as % of Total Const Votes,winner count,Age Band,Candidate_Position (copy),Candidate_Position (group),Candidate Position,Count of Candidates (SNo),LOD: Const Votes Polled,Partyabbre,Partytype,Party Name,St Code,State,Total Votes Polled,Total Votes Polled (R),Year,Margin
Amroha,41,GEN,,NULL,None Of The Above,NOTA,14,0.00%,Candidate Count,86728866,TRUE,Upto 100,1219,1%,0,>70,6,Lost,6,1,201377,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1219,1219,2017,0
Baghpat,52,GEN,,NULL,None Of The Above,NOTA,14,0.00%,Candidate Count,86728866,TRUE,Upto 100,954,0%,0,>70,5,Lost,5,1,198613,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,954,954,2017,0
Ghaziabad,56,GEN,,NULL,None Of The Above,NOTA,14,0.00%,Candidate Count,86728866,TRUE,Upto 100,1184,1%,0,>70,6,Lost,6,1,225856,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1184,1184,2017,0
Syana,66,GEN,,NULL,None Of The Above,NOTA,14,0.00%,Candidate Count,86728866,TRUE,Upto 100,1392,1%,0,>70,6,Lost,6,1,232430,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1392,1392,2017,0
Koil,75,GEN,,NULL,None Of The Above,NOTA,14,0.00%,Candidate Count,86728866,TRUE,Upto 100,1580,1%,0,>70,6,Lost,6,1,228587,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1580,1580,2017,0
Mathura,84,GEN,,NULL,None Of The Above,NOTA,14,0.00%,Candidate Count,86728866,TRUE,Upto 100,1235,0%,0,>70,7,Lost,7,1,253071,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1235,1235,2017,0
Etah,104,GEN,,NULL,None Of The Above,NOTA,14,0.00%,Candidate Count,86728866,TRUE,Upto 100,1277,1%,0,>70,5,Lost,5,1,201649,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1277,1277,2017,0
Barkhera,128,GEN,,NULL,None Of The Above,NOTA,14,0.00%,Candidate Count,86728866,TRUE,Upto 100,2307,1%,0,>70,5,Lost,5,1,211878,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,2307,2307,2017,0
Katra,131,GEN,,NULL,None Of The Above,NOTA,14,0.00%,Candidate Count,86728866,TRUE,Upto 100,1830,1%,0,>70,4,Lost,4,1,192992,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1830,1830,2017,0
Shahjahanpur,135,GEN,,NULL,None Of The Above,NOTA,14,0.00%,Candidate Count,86728866,TRUE,Upto 100,1151,1%,0,>70,5,Lost,5,1,206025,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1151,1151,2017,0
Laharpur,148,GEN,,NULL,None Of The Above,NOTA,14,0.00%,Candidate Count,86728866,TRUE,Upto 100,2861,1%,0,>70,4,Lost,4,1,229555,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,2861,2861,2017,0
Hardoi,156,GEN,,NULL,None Of The Above,NOTA,14,0.00%,Candidate Count,86728866,TRUE,Upto 100,2203,1%,0,>70,4,Lost,4,1,230361,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,2203,2203,2017,0
Unnao,165,GEN,,NULL,None Of The Above,NOTA,14,0.00%,Candidate Count,86728866,TRUE,Upto 100,1843,1%,0,>70,5,Lost,5,1,231457,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1843,1843,2017,0
Rae Bareli,180,GEN,,NULL,None Of The Above,NOTA,14,0.00%,Candidate Count,86728866,TRUE,Upto 100,3448,2%,0,>70,4,Lost,4,1,207329,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,3448,3448,2017,0
Sadar,189,GEN,,NULL,None Of The Above,NOTA,14,0.00%,Candidate Count,86728866,TRUE,Upto 100,1935,1%,0,>70,5,Lost,5,1,189249,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1935,1935,2017,0
Lambhua,190,GEN,,NULL,None Of The Above,NOTA,14,0.00%,Candidate Count,86728866,TRUE,Upto 100,1785,1%,0,>70,4,Lost,4,1,201692,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1785,1785,2017,0
Amritpur,193,GEN,,NULL,None Of The Above,NOTA,14,0.00%,Candidate Count,86728866,TRUE,Upto 100,1250,1%,0,>70,7,Lost,7,1,174640,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1250,1250,2017,0
Tirwa,197,GEN,,NULL,None Of The Above,NOTA,14,0.00%,Candidate Count,86728866,TRUE,Upto 100,1872,1%,0,>70,4,Lost,4,1,215019,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1872,1872,2017,0
Madhaugarh,219,GEN,,NULL,None Of The Above,NOTA,14,0.00%,Candidate Count,86728866,TRUE,Upto 100,2582,1%,0,>70,5,Lost,5,1,252621,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,2582,2582,2017,0
Babina,222,GEN,,NULL,None Of The Above,NOTA,14,0.00%,Candidate Count,86728866,TRUE,Upto 100,1982,1%,0,>70,5,Lost,5,1,230162,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1982,1982,2017,0
Patti,249,GEN,,NULL,None Of The Above,NOTA,14,0.00%,Candidate Count,86728866,TRUE,Upto 100,2244,1%,0,>70,5,Lost,5,1,207923,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,2244,2244,2017,0
Allahabad West,261,GEN,,NULL,None Of The Above,NOTA,14,0.00%,Candidate Count,86728866,TRUE,Upto 100,1659,1%,0,>70,6,Lost,6,1,198692,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1659,1659,2017,0
Jalalpur,280,GEN,,NULL,None Of The Above,NOTA,14,0.00%,Candidate Count,86728866,TRUE,Upto 100,1531,1%,0,>70,7,Lost,7,1,240787,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1531,1531,2017,0
Akbarpur,281,GEN,,NULL,None Of The Above,NOTA,14,0.00%,Candidate Count,86728866,TRUE,Upto 100,1719,1%,0,>70,5,Lost,5,1,204316,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1719,1719,2017,0
Utraula,293,GEN,,NULL,None Of The Above,NOTA,14,0.00%,Candidate Count,86728866,TRUE,Upto 100,1977,1%,0,>70,5,Lost,5,1,198526,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1977,1977,2017,0
Bansi,304,GEN,,NULL,None Of The Above,NOTA,14,0.00%,Candidate Count,86728866,TRUE,Upto 100,1641,1%,0,>70,7,Lost,7,1,184514,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1641,1641,2017,0
Rudhauli,309,GEN,,NULL,None Of The Above,NOTA,14,0.00%,Candidate Count,86728866,TRUE,Upto 100,2221,1%,0,>70,4,Lost,4,1,222611,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,2221,2221,2017,0
Rampur Karkhana,339,GEN,,NULL,None Of The Above,NOTA,14,0.00%,Candidate Count,86728866,TRUE,Upto 100,2032,1%,0,>70,6,Lost,6,1,192377,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,2032,2032,2017,0
Phoolpur Pawai,349,GEN,,NULL,None Of The Above,NOTA,14,0.00%,Candidate Count,86728866,TRUE,Upto 100,1609,1%,0,>70,5,Lost,5,1,178455,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1609,1609,2017,0
Didarganj,350,GEN,,NULL,None Of The Above,NOTA,14,0.00%,Candidate Count,86728866,TRUE,Upto 100,1653,1%,0,>70,7,Lost,7,1,187419,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1653,1653,2017,0
Badlapur,364,GEN,,NULL,None Of The Above,NOTA,14,0.00%,Candidate Count,86728866,TRUE,Upto 100,1612,1%,0,>70,6,Lost,6,1,190590,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1612,1612,2017,0
Mungra Badshahpur,368,GEN,,NULL,None Of The Above,NOTA,14,0.00%,Candidate Count,86728866,TRUE,Upto 100,2240,1%,0,>70,5,Lost,5,1,204332,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,2240,2240,2017,0
Ghorawal,400,GEN,,NULL,None Of The Above,NOTA,14,0.01%,Candidate Count,86728866,TRUE,Upto 100,5225,2%,0,>70,4,Lost,4,1,239030,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,5225,5225,2017,0
Saharanpur Nagar,3,GEN,,NULL,None Of The Above,NOTA,15,0.00%,Candidate Count,86728866,TRUE,Upto 100,675,0%,0,>70,6,Lost,6,1,272509,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,675,675,2017,0
Meerapur,16,GEN,,NULL,None Of The Above,NOTA,15,0.00%,Candidate Count,86728866,TRUE,Upto 100,1090,1%,0,>70,5,Lost,5,1,204405,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1090,1090,2017,0
Kanth,25,GEN,,NULL,None Of The Above,NOTA,15,0.00%,Candidate Count,86728866,TRUE,Upto 100,1199,0%,0,>70,9,Lost,9,1,253108,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1199,1199,2017,0
Kundarki,29,GEN,,NULL,None Of The Above,NOTA,15,0.00%,Candidate Count,86728866,TRUE,Upto 100,1170,0%,0,>70,8,Lost,8,1,264330,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1170,1170,2017,0
Meerut Cantt.,47,GEN,,NULL,None Of The Above,NOTA,15,0.00%,Candidate Count,86728866,TRUE,Upto 100,1110,0%,0,>70,5,Lost,5,1,236926,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1110,1110,2017,0
Muradnagar,54,GEN,,NULL,None Of The Above,NOTA,15,0.00%,Candidate Count,86728866,TRUE,Upto 100,1053,0%,0,>70,5,Lost,5,1,253532,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1053,1053,2017,0
Noida,61,GEN,,NULL,None Of The Above,NOTA,15,0.00%,Candidate Count,86728866,TRUE,Upto 100,1787,1%,0,>70,4,Lost,4,1,254408,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1787,1787,2017,0
Dadri,62,GEN,,NULL,None Of The Above,NOTA,15,0.00%,Candidate Count,86728866,TRUE,Upto 100,1665,1%,0,>70,6,Lost,6,1,265281,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1665,1665,2017,0
Shikarpur,69,GEN,,NULL,None Of The Above,NOTA,15,0.00%,Candidate Count,86728866,TRUE,Upto 100,2115,1%,0,>70,6,Lost,6,1,202785,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,2115,2115,2017,0
Atrauli,73,GEN,,NULL,None Of The Above,NOTA,15,0.00%,Candidate Count,86728866,TRUE,Upto 100,1325,1%,0,>70,4,Lost,4,1,232591,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1325,1325,2017,0
Chharra,74,GEN,,NULL,None Of The Above,NOTA,15,0.00%,Candidate Count,86728866,TRUE,Upto 100,1250,1%,0,>70,5,Lost,5,1,229000,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1250,1250,2017,0
Sadabad,79,GEN,,NULL,None Of The Above,NOTA,15,0.00%,Candidate Count,86728866,TRUE,Upto 100,1103,0%,0,>70,5,Lost,5,1,226583,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1103,1103,2017,0
Kheragarh,92,GEN,,NULL,None Of The Above,NOTA,15,0.00%,Candidate Count,86728866,TRUE,Upto 100,1223,1%,0,>70,7,Lost,7,1,198781,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1223,1223,2017,0
Bah,94,GEN,,NULL,None Of The Above,NOTA,15,0.00%,Candidate Count,86728866,TRUE,Upto 100,2214,1%,0,>70,4,Lost,4,1,192786,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,2214,2214,2017,0
Aliganj,103,GEN,,NULL,None Of The Above,NOTA,15,0.00%,Candidate Count,86728866,TRUE,Upto 100,1572,1%,0,>70,4,Lost,4,1,216594,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1572,1572,2017,0
Badaun,115,GEN,,NULL,None Of The Above,NOTA,15,0.00%,Candidate Count,86728866,TRUE,Upto 100,1509,1%,0,>70,5,Lost,5,1,212745,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1509,1509,2017,0
Baheri,118,GEN,,NULL,None Of The Above,NOTA,15,0.00%,Candidate Count,86728866,TRUE,Upto 100,1479,1%,0,>70,5,Lost,5,1,247785,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1479,1479,2017,0
Tilhar,133,GEN,,NULL,None Of The Above,NOTA,15,0.00%,Candidate Count,86728866,TRUE,Upto 100,1683,1%,0,>70,6,Lost,6,1,204249,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1683,1683,2017,0
PALIA,137,GEN,,NULL,None Of The Above,NOTA,15,0.00%,Candidate Count,86728866,TRUE,Upto 100,2077,1%,0,>70,5,Lost,5,1,231799,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,2077,2077,2017,0
Shahabad,155,GEN,,NULL,None Of The Above,NOTA,15,0.00%,Candidate Count,86728866,TRUE,Upto 100,2615,1%,0,>70,4,Lost,4,1,219939,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,2615,2615,2017,0
Sandila,161,GEN,,NULL,None Of The Above,NOTA,15,0.00%,Candidate Count,86728866,TRUE,Upto 100,1532,1%,0,>70,4,Lost,4,1,198649,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1532,1532,2017,0
Lucknow North,172,GEN,,NULL,None Of The Above,NOTA,15,0.00%,Candidate Count,86728866,TRUE,Upto 100,1370,1%,0,>70,4,Lost,4,1,226447,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1370,1370,2017,0
Harchandpur,179,GEN,,NULL,None Of The Above,NOTA,15,0.00%,Candidate Count,86728866,TRUE,Upto 100,2376,1%,0,>70,4,Lost,4,1,185489,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,2376,2376,2017,0
Chhibramau,196,GEN,,NULL,None Of The Above,NOTA,15,0.00%,Candidate Count,86728866,TRUE,Upto 100,1861,1%,0,>70,4,Lost,4,1,268754,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1861,1861,2017,0
Dibiyapur,203,GEN,,NULL,None Of The Above,NOTA,15,0.00%,Candidate Count,86728866,TRUE,Upto 100,690,0%,0,>70,7,Lost,7,1,191614,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,690,690,2017,0
Akbarpur - Raniya,206,GEN,,NULL,None Of The Above,NOTA,15,0.00%,Candidate Count,86728866,TRUE,Upto 100,1098,1%,0,>70,7,Lost,7,1,203207,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1098,1098,2017,0
Bithoor,210,GEN,,NULL,None Of The Above,NOTA,15,0.00%,Candidate Count,86728866,TRUE,Upto 100,1900,1%,0,>70,4,Lost,4,1,230544,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1900,1900,2017,0
Manikpur,237,GEN,,NULL,None Of The Above,NOTA,15,0.00%,Candidate Count,86728866,TRUE,Upto 100,3752,2%,0,>70,7,Lost,7,1,194557,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,3752,3752,2017,0
Fatehpur,240,GEN,,NULL,None Of The Above,NOTA,15,0.00%,Candidate Count,86728866,TRUE,Upto 100,1961,1%,0,>70,5,Lost,5,1,195168,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1961,1961,2017,0
Vishwanathganj,247,GEN,,NULL,None Of The Above,NOTA,15,0.00%,Candidate Count,86728866,TRUE,Upto 100,1951,1%,0,>70,7,Lost,7,1,196623,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1951,1951,2017,0
Pratapgarh,248,GEN,,NULL,None Of The Above,NOTA,15,0.00%,Candidate Count,86728866,TRUE,Upto 100,2191,1%,0,>70,6,Lost,6,1,185179,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,2191,2191,2017,0
Phulpur,256,GEN,,NULL,None Of The Above,NOTA,15,0.00%,Candidate Count,86728866,TRUE,Upto 100,1614,1%,0,>70,5,Lost,5,1,223933,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1614,1614,2017,0
Pratappur,257,GEN,,NULL,None Of The Above,NOTA,15,0.00%,Candidate Count,86728866,TRUE,Upto 100,2916,1%,0,>70,6,Lost,6,1,207673,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,2916,2916,2017,0
Ram Nagar,267,GEN,,NULL,None Of The Above,NOTA,15,0.00%,Candidate Count,86728866,TRUE,Upto 100,2094,1%,0,>70,5,Lost,5,1,223077,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,2094,2094,2017,0
Barabanki,268,GEN,,NULL,None Of The Above,NOTA,15,0.00%,Candidate Count,86728866,TRUE,Upto 100,1622,1%,0,>70,4,Lost,4,1,245295,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1622,1622,2017,0
Rudauli,271,GEN,,NULL,None Of The Above,NOTA,15,0.00%,Candidate Count,86728866,TRUE,Upto 100,2225,1%,0,>70,4,Lost,4,1,210239,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,2225,2225,2017,0
Ayodhya,275,GEN,,NULL,None Of The Above,NOTA,15,0.00%,Candidate Count,86728866,TRUE,Upto 100,1544,1%,0,>70,6,Lost,6,1,217488,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1544,1544,2017,0
Shrawasti,290,GEN,,NULL,None Of The Above,NOTA,15,0.00%,Candidate Count,86728866,TRUE,Upto 100,4289,2%,0,>70,5,Lost,5,1,241733,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,4289,4289,2017,0
Gainsari,292,GEN,,NULL,None Of The Above,NOTA,15,0.00%,Candidate Count,86728866,TRUE,Upto 100,1914,1%,0,>70,6,Lost,6,1,196103,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1914,1914,2017,0
Mehnaun,295,GEN,,NULL,None Of The Above,NOTA,15,0.00%,Candidate Count,86728866,TRUE,Upto 100,2019,1%,0,>70,6,Lost,6,1,206971,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,2019,2019,2017,0
Gonda,296,GEN,,NULL,None Of The Above,NOTA,15,0.00%,Candidate Count,86728866,TRUE,Upto 100,1594,1%,0,>70,6,Lost,6,1,193555,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1594,1594,2017,0
Colonelganj,298,GEN,,NULL,None Of The Above,NOTA,15,0.00%,Candidate Count,86728866,TRUE,Upto 100,2748,2%,0,>70,4,Lost,4,1,182468,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,2748,2748,2017,0
Harraiya,307,GEN,,NULL,None Of The Above,NOTA,15,0.00%,Candidate Count,86728866,TRUE,Upto 100,2274,1%,0,>70,4,Lost,4,1,214632,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,2274,2274,2017,0
Basti Sadar,310,GEN,,NULL,None Of The Above,NOTA,15,0.00%,Candidate Count,86728866,TRUE,Upto 100,1206,1%,0,>70,9,Lost,9,1,206622,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1206,1206,2017,0
Paniyara,319,GEN,,NULL,None Of The Above,NOTA,15,0.00%,Candidate Count,86728866,TRUE,Upto 100,2124,1%,0,>70,6,Lost,6,1,243886,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,2124,2124,2017,0
Caimpiyarganj,320,GEN,,NULL,None Of The Above,NOTA,15,0.00%,Candidate Count,86728866,TRUE,Upto 100,1806,1%,0,>70,6,Lost,6,1,216710,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1806,1806,2017,0
Padrauna,330,GEN,,NULL,None Of The Above,NOTA,15,0.00%,Candidate Count,86728866,TRUE,Upto 100,1658,1%,0,>70,7,Lost,7,1,210742,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1658,1658,2017,0
Pathardeva,338,GEN,,NULL,None Of The Above,NOTA,15,0.00%,Candidate Count,86728866,TRUE,Upto 100,1450,1%,0,>70,6,Lost,6,1,191614,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1450,1450,2017,0
Bhatpar Rani,340,GEN,,NULL,None Of The Above,NOTA,15,0.00%,Candidate Count,86728866,TRUE,Upto 100,2039,1%,0,>70,5,Lost,5,1,181465,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,2039,2039,2017,0
Barhaj,342,GEN,,NULL,None Of The Above,NOTA,15,0.00%,Candidate Count,86728866,TRUE,Upto 100,1338,1%,0,>70,6,Lost,6,1,168628,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1338,1338,2017,0
Mau,356,GEN,,NULL,None Of The Above,NOTA,15,0.00%,Candidate Count,86728866,TRUE,Upto 100,1725,1%,0,>70,4,Lost,4,1,266015,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1725,1725,2017,0
Ballia Nagar,361,GEN,,NULL,None Of The Above,NOTA,15,0.00%,Candidate Count,86728866,TRUE,Upto 100,1716,1%,0,>70,4,Lost,4,1,185942,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1716,1716,2017,0
Saiyadraja,382,GEN,,NULL,None Of The Above,NOTA,15,0.00%,Candidate Count,86728866,TRUE,Upto 100,1463,1%,0,>70,5,Lost,5,1,197724,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1463,1463,2017,0
Marihan,399,GEN,,NULL,None Of The Above,NOTA,15,0.00%,Candidate Count,86728866,TRUE,Upto 100,2614,1%,0,>70,5,Lost,5,1,238300,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,2614,2614,2017,0
Budhana,11,GEN,,NULL,None Of The Above,NOTA,16,0.00%,Candidate Count,86728866,TRUE,Upto 100,1286,1%,0,>70,5,Lost,5,1,241116,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1286,1286,2017,0
Khatauli,15,GEN,,NULL,None Of The Above,NOTA,16,0.00%,Candidate Count,86728866,TRUE,Upto 100,694,0%,0,>70,6,Lost,6,1,213096,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,694,694,2017,0
Meerut,48,GEN,,NULL,None Of The Above,NOTA,16,0.00%,Candidate Count,86728866,TRUE,Upto 100,738,0%,0,>70,5,Lost,5,1,195516,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,738,738,2017,0
Garhmukteshwar,60,GEN,,NULL,None Of The Above,NOTA,16,0.00%,Candidate Count,86728866,TRUE,Upto 100,572,0%,0,>70,10,Lost,10,1,221755,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,572,572,2017,0
Sikandra Rao,80,GEN,,NULL,None Of The Above,NOTA,16,0.00%,Candidate Count,86728866,TRUE,Upto 100,1426,1%,0,>70,6,Lost,6,1,216244,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1426,1426,2017,0
Etmadpur,86,GEN,,NULL,None Of The Above,NOTA,16,0.00%,Candidate Count,86728866,TRUE,Upto 100,1872,1%,0,>70,6,Lost,6,1,284202,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1872,1872,2017,0
Agra North,89,GEN,,NULL,None Of The Above,NOTA,16,0.00%,Candidate Count,86728866,TRUE,Upto 100,1266,1%,0,>70,5,Lost,5,1,230769,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1266,1266,2017,0
Firozabad,97,GEN,,NULL,None Of The Above,NOTA,16,0.00%,Candidate Count,86728866,TRUE,Upto 100,906,0%,0,>70,6,Lost,6,1,232278,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,906,906,2017,0
Maholi,145,GEN,,NULL,None Of The Above,NOTA,16,0.00%,Candidate Count,86728866,TRUE,Upto 100,1665,1%,0,>70,5,Lost,5,1,241699,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1665,1665,2017,0
Sitapur,146,GEN,,NULL,None Of The Above,NOTA,16,0.00%,Candidate Count,86728866,TRUE,Upto 100,1842,1%,0,>70,4,Lost,4,1,234198,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1842,1842,2017,0
Sawaijpur,154,GEN,,NULL,None Of The Above,NOTA,16,0.00%,Candidate Count,86728866,TRUE,Upto 100,1831,1%,0,>70,5,Lost,5,1,231842,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1831,1831,2017,0
Bilgram-Mallanwan,159,GEN,,NULL,None Of The Above,NOTA,16,0.00%,Candidate Count,86728866,TRUE,Upto 100,1826,1%,0,>70,5,Lost,5,1,221791,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1826,1826,2017,0
Bangermau,162,GEN,,NULL,None Of The Above,NOTA,16,0.00%,Candidate Count,86728866,TRUE,Upto 100,1873,1%,0,>70,4,Lost,4,1,202064,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1873,1873,2017,0
Sarojini Nagar,170,GEN,,NULL,None Of The Above,NOTA,16,0.00%,Candidate Count,86728866,TRUE,Upto 100,1926,1%,0,>70,7,Lost,7,1,290847,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1926,1926,2017,0
Lucknow East,173,GEN,,NULL,None Of The Above,NOTA,16,0.00%,Candidate Count,86728866,TRUE,Upto 100,1747,1%,0,>70,4,Lost,4,1,228115,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1747,1747,2017,0
175-LUCKNOW CANTT.,175,GEN,,NULL,None Of The Above,NOTA,16,0.00%,Candidate Count,86728866,TRUE,Upto 100,1150,1%,0,>70,4,Lost,4,1,187433,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1150,1150,2017,0
Sultanpur,188,GEN,,NULL,None Of The Above,NOTA,16,0.00%,Candidate Count,86728866,TRUE,Upto 100,1234,1%,0,>70,5,Lost,5,1,204858,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1234,1234,2017,0
Bhognipur,208,GEN,,NULL,None Of The Above,NOTA,16,0.00%,Candidate Count,86728866,TRUE,Upto 100,1565,1%,0,>70,7,Lost,7,1,212667,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1565,1565,2017,0
Kanpur Cantt.,216,GEN,,NULL,None Of The Above,NOTA,16,0.00%,Candidate Count,86728866,TRUE,Upto 100,729,0%,0,>70,5,Lost,5,1,176462,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,729,729,2017,0
Jahanabad,238,GEN,,NULL,None Of The Above,NOTA,16,0.00%,Candidate Count,86728866,TRUE,Upto 100,1262,1%,0,>70,8,Lost,8,1,181500,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1262,1262,2017,0
Ayah Shah,241,GEN,,NULL,None Of The Above,NOTA,16,0.00%,Candidate Count,86728866,TRUE,Upto 100,1600,1%,0,>70,7,Lost,7,1,150934,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1600,1600,2017,0
Rampur Khas,244,GEN,,NULL,None Of The Above,NOTA,16,0.00%,Candidate Count,86728866,TRUE,Upto 100,1595,1%,0,>70,6,Lost,6,1,170655,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1595,1595,2017,0
Meja,259,GEN,,NULL,None Of The Above,NOTA,16,0.00%,Candidate Count,86728866,TRUE,Upto 100,2459,1%,0,>70,5,Lost,5,1,181184,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,2459,2459,2017,0
Karachhana,260,GEN,,NULL,None Of The Above,NOTA,16,0.00%,Candidate Count,86728866,TRUE,Upto 100,2308,1%,0,>70,4,Lost,4,1,198734,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,2308,2308,2017,0
Kursi,266,GEN,,NULL,None Of The Above,NOTA,16,0.00%,Candidate Count,86728866,TRUE,Upto 100,1460,1%,0,>70,8,Lost,8,1,262731,NOTA,NOTA,None of the Above,S24,Uttar Pradesh,1460,1460,2017,0
