Constituency,Ac No,Const. Type,Cand Age,Cand Category,Cand Name,Gender,Cand Sl No,% of Vote Share,"""Candidate Count""",Total Votes (Overall),State Filter,Margin Bands,LOD: Cand Votes Polled,Cand Votes as % of Total Const Votes,winner count,Age Band,Candidate_Position (copy),Candidate_Position (group),Candidate Position,Count of Candidates (SNo),LOD: Const Votes Polled,Partyabbre,Partytype,Party Name,St Code,State,Total Votes Polled,Total Votes Polled (R),Year,Margin
Yamunotri,2,GEN,43,GEN,Murari Lal,Male,6,0.01%,Candidate Count,4250314,True,Upto 100,374,1%,0,41-45,7,Lost,7,1,43936,UtRM,Unrecognised,Uttarakhand Raksha Morcha,S28,Uttarakhand,374,374,2012,0
Badrinath,4,GEN,80,GEN,Kedar Singh Fonia,Male,6,0.18%,Candidate Count,4250314,True,Upto 100,7511,14%,0,>70,3,Lost,3,1,54994,UtRM,Unrecognised,Uttarakhand Raksha Morcha,S28,Uttarakhand,7511,7511,2012,0
Karnprayag,6,GEN,49,GEN,Vijayesh Nawani,Male,6,0.04%,Candidate Count,4250314,True,Upto 100,1543,3%,0,46-50,8,Lost,8,1,48941,UtRM,Unrecognised,Uttarakhand Raksha Morcha,S28,Uttarakhand,1543,1543,2012,0
Kedarnath,7,GEN,34,GEN,Durgpal Chauhan,Male,6,0.04%,Candidate Count,4250314,True,Upto 100,1501,3%,0,31-35,6,Lost,6,1,47481,UtRM,Unrecognised,Uttarakhand Raksha Morcha,S28,Uttarakhand,1501,1501,2012,0
Deoprayag,10,GEN,47,GEN,Jabar Singh Urf Krantikari Pawel,Male,6,0.01%,Candidate Count,4250314,True,Upto 100,418,1%,0,46-50,9,Lost,9,1,40166,UtRM,Unrecognised,Uttarakhand Raksha Morcha,S28,Uttarakhand,418,418,2012,0
Tehri,13,GEN,76,GEN,Er. Ratan Singh Gunsola,Male,6,0.05%,Candidate Count,4250314,True,Upto 100,1978,5%,0,>70,5,Lost,5,1,40399,UtRM,Unrecognised,Uttarakhand Raksha Morcha,S28,Uttarakhand,1978,1978,2012,0
Dhanolti,14,GEN,69,GEN,Somvari Lal Uniyal,Male,6,0.05%,Candidate Count,4250314,True,Upto 100,2127,5%,0,61-70,5,Lost,5,1,45769,UtRM,Unrecognised,Uttarakhand Raksha Morcha,S28,Uttarakhand,2127,2127,2012,0
Sahaspur,17,GEN,33,GEN,Irfan Khan,Male,6,0.00%,Candidate Count,4250314,True,Upto 100,133,0%,0,31-35,22,Lost,22,1,83335,JLKP,Unrecognised,Jan Lok Kalyan Party,S28,Uttarakhand,133,133,2012,0
Raipur,19,GEN,40,GEN,Naseem,Male,6,0.01%,Candidate Count,4250314,True,Upto 100,228,0%,0,36-40,13,Lost,13,1,76577,UtPP,Unrecognised,Uttarakhand Pragatisheel Party,S28,Uttarakhand,228,228,2012,0
Mussoorie,22,GEN,32,GEN,Amit Singh,Male,6,0.01%,Candidate Count,4250314,True,Upto 100,229,0%,0,31-35,11,Lost,11,1,63093,UtRM,Unrecognised,Uttarakhand Raksha Morcha,S28,Uttarakhand,229,229,2012,0
Yamkeshwar,36,GEN,55,GEN,Shurbir Singh Bisht,Male,6,0.03%,Candidate Count,4250314,True,Upto 100,1212,3%,0,51-60,6,Lost,6,1,42994,SaSP,Unrecognised,Sainik Samaj Party,S28,Uttarakhand,1212,1212,2012,0
Kotdwar,41,GEN,36,GEN,Mahesh Chandra Negi,Male,6,0.01%,Candidate Count,4250314,True,Upto 100,287,0%,0,36-40,7,Lost,7,1,62113,UtPP,Unrecognised,Uttarakhand Pragatisheel Party,S28,Uttarakhand,287,287,2012,0
Dharchula,42,GEN,25,GEN,Dinesh Singh,Male,6,0.01%,Candidate Count,4250314,True,Upto 100,361,1%,0,Upto 30,12,Lost,12,1,47419,UPP,Unrecognised,UTTARAKHAND PARIVARTAN PARTY,S28,Uttarakhand,361,361,2012,0
Kapkote,46,GEN,42,GEN,Har Govind Joshi,Male,6,0.01%,Candidate Count,4250314,True,Upto 100,240,0%,0,41-45,10,Lost,10,1,51346,HND,Unrecognised,Hindusthan Nirman Dal,S28,Uttarakhand,240,240,2012,0
Dwarahat,48,GEN,45,GEN,Vipin Chandra,Male,6,0.01%,Candidate Count,4250314,True,Upto 100,425,1%,0,41-45,10,Lost,10,1,43576,UtRM,Unrecognised,Uttarakhand Raksha Morcha,S28,Uttarakhand,425,425,2012,0
Salt,49,GEN,32,GEN,Narayan Singh,Male,6,0.02%,Candidate Count,4250314,True,Upto 100,681,1%,0,31-35,6,Lost,6,1,46901,UPP,Unrecognised,UTTARAKHAND PARIVARTAN PARTY,S28,Uttarakhand,681,681,2012,0
Lalkuwa,56,GEN,49,GEN,Man Singh Pal,Male,6,0.02%,Candidate Count,4250314,True,Upto 100,945,1%,0,46-50,8,Lost,8,1,67403,CPI(ML)(L),Unrecognised,Communist Party of India  (Marxist-Leninist)  (Liberation),S28,Uttarakhand,945,945,2012,0
Haldwani,59,GEN,36,GEN,Kevlanand,Male,6,0.00%,Candidate Count,4250314,True,Upto 100,130,0%,0,36-40,11,Lost,11,1,80596,BCP,Unrecognised,Bhartiya Chaitanya Party,S28,Uttarakhand,130,130,2012,0
Ramnagar,61,GEN,47,GEN,Prabhat Dhyani,Male,6,0.01%,Candidate Count,4250314,True,Upto 100,592,1%,0,46-50,6,Lost,6,1,64468,UPP,Unrecognised,UTTARAKHAND PARIVARTAN PARTY,S28,Uttarakhand,592,592,2012,0
Rudrapur,66,GEN,34,GEN,K.K. Bora,Male,6,0.00%,Candidate Count,4250314,True,Upto 100,131,0%,0,31-35,11,Lost,11,1,93747,CPI(ML)(L),Unrecognised,Communist Party of India  (Marxist-Leninist)  (Liberation),S28,Uttarakhand,131,131,2012,0
Khatima,70,GEN,27,GEN,Jagdish Chand Rajwar,Male,6,0.00%,Candidate Count,4250314,True,Upto 100,121,0%,0,Upto 30,15,Lost,15,1,68830,UPP,Unrecognised,UTTARAKHAND PARIVARTAN PARTY,S28,Uttarakhand,121,121,2012,0
Gangotri,3,GEN,52,GEN,Ravindra,Male,7,0.01%,Candidate Count,4250314,True,Upto 100,287,1%,0,51-60,9,Lost,9,1,50446,UPP,Unrecognised,UTTARAKHAND PARIVARTAN PARTY,S28,Uttarakhand,287,287,2012,0
Vikasnagar,16,GEN,59,GEN,Gopal Singh Dogra,Male,7,0.01%,Candidate Count,4250314,True,Upto 100,454,1%,0,51-60,10,Lost,10,1,67730,SaSP,Unrecognised,Sainik Samaj Party,S28,Uttarakhand,454,454,2012,0
Dharampur,18,GEN,33,GEN,Gopal Puri,Male,7,0.00%,Candidate Count,4250314,True,Upto 100,178,0%,0,31-35,11,Lost,11,1,75191,UtRM,Unrecognised,Uttarakhand Raksha Morcha,S28,Uttarakhand,178,178,2012,0
Dehradun Cantt.,21,GEN,63,GEN,Pt. Madan Gopal Chove,Male,7,0.00%,Candidate Count,4250314,True,Upto 100,62,0%,0,61-70,14,Lost,14,1,62659,IJP,Unrecognised,Indian Justice Party,S28,Uttarakhand,62,62,2012,0
Mussoorie,22,GEN,67,GEN,Bhupendra Singh Chhetri,Male,7,0.06%,Candidate Count,4250314,True,Upto 100,2628,4%,0,61-70,4,Lost,4,1,63093,GDP,Unrecognised,Gorkha Democratic Front,S28,Uttarakhand,2628,2628,2012,0
Laksar,34,GEN,45,GEN,Prem Singh,Male,7,0.03%,Candidate Count,4250314,True,Upto 100,1301,2%,0,41-45,5,Lost,5,1,65836,MD,Unrecognised,Mahan Dal,S28,Uttarakhand,1301,1301,2012,0
Hardwar Rural,35,GEN,37,GEN,Aladdin,Male,7,0.01%,Candidate Count,4250314,True,Upto 100,319,0%,0,36-40,11,Lost,11,1,77656,MaJP,Unrecognised,Manavadhikar Janshakti Party,S28,Uttarakhand,319,319,2012,0
Dharchula,42,GEN,44,GEN,Virendra Singh Pal,Male,7,0.06%,Candidate Count,4250314,True,Upto 100,2347,5%,0,41-45,6,Lost,6,1,47419,UtRM,Unrecognised,Uttarakhand Raksha Morcha,S28,Uttarakhand,2347,2347,2012,0
Salt,49,GEN,52,GEN,Purushottam Sharma,Male,7,0.02%,Candidate Count,4250314,True,Upto 100,741,2%,0,51-60,5,Lost,5,1,46901,CPI(ML)(L),Unrecognised,Communist Party of India  (Marxist-Leninist)  (Liberation),S28,Uttarakhand,741,741,2012,0
Lalkuwa,56,GEN,35,GEN,Mukesh Chandola,Male,7,0.00%,Candidate Count,4250314,True,Upto 100,180,0%,0,31-35,14,Lost,14,1,67403,UPP,Unrecognised,UTTARAKHAND PARIVARTAN PARTY,S28,Uttarakhand,180,180,2012,0
Bhimtal,57,GEN,55,GEN,Sudershan Shah,Male,7,0.00%,Candidate Count,4250314,True,Upto 100,145,0%,0,51-60,12,Lost,12,1,56787,UtRM,Unrecognised,Uttarakhand Raksha Morcha,S28,Uttarakhand,145,145,2012,0
Kaladhungi,60,GEN,54,GEN,Surendra Singh Nigaltiya,Male,7,0.01%,Candidate Count,4250314,True,Upto 100,625,1%,0,51-60,8,Lost,8,1,78729,UtRM,Unrecognised,Uttarakhand Raksha Morcha,S28,Uttarakhand,625,625,2012,0
Kashipur,63,GEN,41,GEN,Mathuri Lal Gautam Ambedkar,Male,7,0.00%,Candidate Count,4250314,True,Upto 100,127,0%,0,41-45,12,Lost,12,1,81952,IJP,Unrecognised,Indian Justice Party,S28,Uttarakhand,127,127,2012,0
Kichha,67,GEN,45,GEN,Suresh Agarwal,Male,7,0.08%,Candidate Count,4250314,True,Upto 100,3287,5%,0,41-45,4,Lost,4,1,72865,UtRM,Unrecognised,Uttarakhand Raksha Morcha,S28,Uttarakhand,3287,3287,2012,0
Vikasnagar,16,GEN,28,GEN,Jamshed Ali,Male,8,0.01%,Candidate Count,4250314,True,Upto 100,267,0%,0,Upto 30,16,Lost,16,1,67730,MKD,Unrecognised,Maidani Kranti Dal,S28,Uttarakhand,267,267,2012,0
Dharampur,18,GEN,62,GEN,Jagveer Singh,Male,8,0.00%,Candidate Count,4250314,True,Upto 100,141,0%,0,61-70,17,Lost,17,1,75191,JLKP,Unrecognised,Jan Lok Kalyan Party,S28,Uttarakhand,141,141,2012,0
Dehradun Cantt.,21,GEN,49,GEN,Rajeev Gupta,Male,8,0.00%,Candidate Count,4250314,True,Upto 100,111,0%,0,46-50,12,Lost,12,1,62659,RJSD,Unrecognised,Rashtriya Jan Sahay Dal,S28,Uttarakhand,111,111,2012,0
Doiwala,23,GEN,40,GEN,Dinesh Chandra,Male,8,0.01%,Candidate Count,4250314,True,Upto 100,594,1%,0,36-40,7,Lost,7,1,76430,MOSP,Unrecognised,Moolniwasi Samaj Party,S28,Uttarakhand,594,594,2012,0
Hardwar,25,GEN,63,GEN,Yashpal Singh Rawat,Male,8,0.00%,Candidate Count,4250314,True,Upto 100,164,0%,0,61-70,13,Lost,13,1,82441,MaJP,Unrecognised,Manavadhikar Janshakti Party,S28,Uttarakhand,164,164,2012,0
Manglore,33,GEN,55,GEN,Naresh Kumar,Male,8,0.01%,Candidate Count,4250314,True,Upto 100,545,1%,0,51-60,6,Lost,6,1,72597,MKD,Unrecognised,Maidani Kranti Dal,S28,Uttarakhand,545,545,2012,0
Lalkuwa,56,GEN,57,GEN,Sunder Singh Khanka,Male,8,0.00%,Candidate Count,4250314,True,Upto 100,195,0%,0,51-60,13,Lost,13,1,67403,UtRM,Unrecognised,Uttarakhand Raksha Morcha,S28,Uttarakhand,195,195,2012,0
Ramnagar,61,GEN,56,GEN,Liladhar,Male,8,0.00%,Candidate Count,4250314,True,Upto 100,180,0%,0,51-60,12,Lost,12,1,64468,UtRM,Unrecognised,Uttarakhand Raksha Morcha,S28,Uttarakhand,180,180,2012,0
Kashipur,63,GEN,61,GEN,Mohd. Yamin Siddiqui,Male,8,0.09%,Candidate Count,4250314,True,Upto 100,3667,4%,0,61-70,4,Lost,4,1,81952,UtRM,Unrecognised,Uttarakhand Raksha Morcha,S28,Uttarakhand,3667,3667,2012,0
Rudrapur,66,GEN,38,GEN,Shakeel Ahmmad,Male,8,0.00%,Candidate Count,4250314,True,Upto 100,157,0%,0,36-40,10,Lost,10,1,93747,PECP,Unrecognised,Peace Party,S28,Uttarakhand,157,157,2012,0
Kichha,67,GEN,38,GEN,Harish Chander Joshi,Male,8,0.01%,Candidate Count,4250314,True,Upto 100,480,1%,0,36-40,8,Lost,8,1,72865,BCP,Unrecognised,Bhartiya Chaitanya Party,S28,Uttarakhand,480,480,2012,0
Sitarganj,68,GEN,25,GEN,Sartaj Ali,Male,8,0.02%,Candidate Count,4250314,True,Upto 100,667,1%,0,Upto 30,8,Lost,8,1,73768,PECP,Unrecognised,Peace Party,S28,Uttarakhand,667,667,2012,0
Raipur,19,GEN,42,GEN,Rajkumar Urf Rajkumar Tyagi,Male,9,0.00%,Candidate Count,4250314,True,Upto 100,83,0%,0,41-45,22,Lost,22,1,76577,UPP,Unrecognised,UTTARAKHAND PARIVARTAN PARTY,S28,Uttarakhand,83,83,2012,0
Dehradun Cantt.,21,GEN,51,GEN,Rajendra Pant,Male,9,0.08%,Candidate Count,4250314,True,Upto 100,3391,5%,0,51-60,3,Lost,3,1,62659,UtRM,Unrecognised,Uttarakhand Raksha Morcha,S28,Uttarakhand,3391,3391,2012,0
Doiwala,23,GEN,52,GEN,Prem Prakash,Male,9,0.00%,Candidate Count,4250314,True,Upto 100,177,0%,0,51-60,19,Lost,19,1,76430,UPP,Unrecognised,UTTARAKHAND PARIVARTAN PARTY,S28,Uttarakhand,177,177,2012,0
Rishikesh,24,GEN,52,GEN,Shobha Ram Raturi,Male,9,0.03%,Candidate Count,4250314,True,Upto 100,1360,2%,0,51-60,6,Lost,6,1,81076,SaSP,Unrecognised,Sainik Samaj Party,S28,Uttarakhand,1360,1360,2012,0
Rudrapur,66,GEN,35,GEN,Somnath,Male,9,0.00%,Candidate Count,4250314,True,Upto 100,101,0%,0,31-35,12,Lost,12,1,93747,BCP,Unrecognised,Bhartiya Chaitanya Party,S28,Uttarakhand,101,101,2012,0
Sitarganj,68,GEN,29,GEN,Harcharan Singh,Male,9,0.02%,Candidate Count,4250314,True,Upto 100,841,1%,0,Upto 30,7,Lost,7,1,73768,IJP,Unrecognised,Indian Justice Party,S28,Uttarakhand,841,841,2012,0
Khatima,70,GEN,50,GEN,Ram Vriksha,Male,9,0.01%,Candidate Count,4250314,True,Upto 100,268,0%,0,46-50,14,Lost,14,1,68830,PECP,Unrecognised,Peace Party,S28,Uttarakhand,268,268,2012,0
Vikasnagar,16,GEN,51,GEN,Surat Singh,Male,10,0.06%,Candidate Count,4250314,True,Upto 100,2695,4%,0,51-60,4,Lost,4,1,67730,UJP,Unrecognised,Uttarkhand Janwadi Party,S28,Uttarakhand,2695,2695,2012,0
Sahaspur,17,GEN,46,GEN,Prakash Joshi,Male,10,0.04%,Candidate Count,4250314,True,Upto 100,1509,2%,0,46-50,8,Lost,8,1,83335,UtRM,Unrecognised,Uttarakhand Raksha Morcha,S28,Uttarakhand,1509,1509,2012,0
Raipur,19,GEN,45,GEN,Rajendra Prasad Bhattkoti,Male,10,0.01%,Candidate Count,4250314,True,Upto 100,536,1%,0,41-45,8,Lost,8,1,76577,UtRM,Unrecognised,Uttarakhand Raksha Morcha,S28,Uttarakhand,536,536,2012,0
Mussoorie,22,GEN,41,GEN,Gyanveer Tyagi,Male,10,0.00%,Candidate Count,4250314,True,Upto 100,158,0%,0,41-45,13,Lost,13,1,63093,UPP,Unrecognised,UTTARAKHAND PARIVARTAN PARTY,S28,Uttarakhand,158,158,2012,0
Doiwala,23,GEN,36,GEN,Bhargav Chandola,Male,10,0.01%,Candidate Count,4250314,True,Upto 100,506,1%,0,36-40,8,Lost,8,1,76430,UtRM,Unrecognised,Uttarakhand Raksha Morcha,S28,Uttarakhand,506,506,2012,0
Rishikesh,24,GEN,48,GEN,Surandra Singh Kaintura,Male,10,0.03%,Candidate Count,4250314,True,Upto 100,1429,2%,0,46-50,5,Lost,5,1,81076,UtRM,Unrecognised,Uttarakhand Raksha Morcha,S28,Uttarakhand,1429,1429,2012,0
Khatima,70,GEN,48,GEN,Vimal E-Tyagi,Male,10,0.01%,Candidate Count,4250314,True,Upto 100,319,0%,0,46-50,13,Lost,13,1,68830,ARVP,Unrecognised,Adarsh Rashtriya Vikas Party,S28,Uttarakhand,319,319,2012,0
Dharampur,18,GEN,68,GEN,Ramsukh,Male,11,0.01%,Candidate Count,4250314,True,Upto 100,379,1%,0,61-70,7,Lost,7,1,75191,BSP(K),Unrecognised,Bahujan Sangharsh Party (Kanshiram),S28,Uttarakhand,379,379,2012,0
B.H.E.L. ranipur,26,GEN,63,GEN,Mohan Singh Rawat,Male,11,0.01%,Candidate Count,4250314,True,Upto 100,411,1%,0,61-70,11,Lost,11,1,77622,UtRM,Unrecognised,Uttarakhand Raksha Morcha,S28,Uttarakhand,411,411,2012,0
Khanpur,32,GEN,42,GEN,Sanjay Pal,Male,11,0.05%,Candidate Count,4250314,True,Upto 100,2172,2%,0,41-45,6,Lost,6,1,87874,UtRM,Unrecognised,Uttarakhand Raksha Morcha,S28,Uttarakhand,2172,2172,2012,0
Laksar,34,GEN,32,GEN,Satendra Kumar Saini,Male,11,0.00%,Candidate Count,4250314,True,Upto 100,87,0%,0,31-35,14,Lost,14,1,65836,UtPP,Unrecognised,Uttarakhand Pragatisheel Party,S28,Uttarakhand,87,87,2012,0
Khatima,70,GEN,50,GEN,Chaudhary Sudeshpal Singh,Male,11,0.02%,Candidate Count,4250314,True,Upto 100,640,1%,0,46-50,7,Lost,7,1,68830,MKD,Unrecognised,Maidani Kranti Dal,S28,Uttarakhand,640,640,2012,0
Hardwar Rural,35,GEN,51,GEN,Shrikant Verma,Male,12,0.15%,Candidate Count,4250314,True,Upto 100,6452,8%,0,51-60,4,Lost,4,1,77656,UtRM,Unrecognised,Uttarakhand Raksha Morcha,S28,Uttarakhand,6452,6452,2012,0
Pratapnagar,12,GEN,45,GEN,Madan Singh,Male,5,0.02%,Candidate Count,4250314,True,Upto 100,729,2%,0,41-45,6,Lost,6,1,38673,IND,Independent,Independent,S28,Uttarakhand,729,729,2012,0
Pithoragarh,44,GEN,52,GEN,Guljar Khan,Male,5,0.02%,Candidate Count,4250314,True,Upto 100,686,1%,0,51-60,4,Lost,4,1,56901,IND,Independent,Independent,S28,Uttarakhand,686,686,2012,0
Narendranagar,11,GEN,42,GEN,Aditya Kothari,Male,6,0.04%,Candidate Count,4250314,True,Upto 100,1600,3%,0,41-45,4,Lost,4,1,48816,IND,Independent,Independent,S28,Uttarakhand,1600,1600,2012,0
Pratapnagar,12,GEN,52,GEN,"Rajeshwar Prasad Painuly,",Male,6,0.19%,Candidate Count,4250314,True,Upto 100,7927,20%,0,51-60,3,Lost,3,1,38673,IND,Independent,Independent,S28,Uttarakhand,7927,7927,2012,0
Srinagar,38,GEN,28,GEN,Devendra Singh,Male,6,0.02%,Candidate Count,4250314,True,Upto 100,695,1%,0,Upto 30,4,Lost,4,1,54603,IND,Independent,Independent,S28,Uttarakhand,695,695,2012,0
Chaubattakhal,39,GEN,52,GEN,Bharat Bhushan,Male,6,0.01%,Candidate Count,4250314,True,Upto 100,422,1%,0,51-60,8,Lost,8,1,43640,IND,Independent,Independent,S28,Uttarakhand,422,422,2012,0
Lansdowne,40,GEN,27,GEN,Deepak Singh Bisht,Male,6,0.01%,Candidate Count,4250314,True,Upto 100,432,1%,0,Upto 30,8,Lost,8,1,39599,IND,Independent,Independent,S28,Uttarakhand,432,432,2012,0
Jageshwar,53,GEN,54,GEN,Surendra Sahay Gupta,Male,6,0.03%,Candidate Count,4250314,True,Upto 100,1288,3%,0,51-60,5,Lost,5,1,46593,IND,Independent,Independent,S28,Uttarakhand,1288,1288,2012,0
Yamunotri,2,GEN,38,GEN,Mahaveer Singh,Male,7,0.02%,Candidate Count,4250314,True,Upto 100,1058,2%,0,36-40,4,Lost,4,1,43936,IND,Independent,Independent,S28,Uttarakhand,1058,1058,2012,0
Karnprayag,6,GEN,53,GEN,Anil Nautiyal,Male,7,0.16%,Candidate Count,4250314,True,Upto 100,6631,14%,0,51-60,4,Lost,4,1,48941,IND,Independent,Independent,S28,Uttarakhand,6631,6631,2012,0
Narendranagar,11,GEN,42,GEN,Sardar Singh,Male,7,0.08%,Candidate Count,4250314,True,Upto 100,3445,7%,0,41-45,3,Lost,3,1,48816,IND,Independent,Independent,S28,Uttarakhand,3445,3445,2012,0
Roorkee,31,GEN,35,GEN,Naveen Jain,Male,7,0.00%,Candidate Count,4250314,True,Upto 100,54,0%,0,31-35,13,Lost,13,1,61326,IND,Independent,Independent,S28,Uttarakhand,54,54,2012,0
Yamkeshwar,36,GEN,26,GEN,Anil Kumar,Male,7,0.01%,Candidate Count,4250314,True,Upto 100,233,1%,0,Upto 30,12,Lost,12,1,42994,IND,Independent,Independent,S28,Uttarakhand,233,233,2012,0
Srinagar,38,GEN,50,GEN,Shiv Singh,Male,7,0.02%,Candidate Count,4250314,True,Upto 100,833,2%,0,46-50,3,Lost,3,1,54603,IND,Independent,Independent,S28,Uttarakhand,833,833,2012,0
Chaubattakhal,39,GEN,48,GEN,Yashpal Benam,Male,7,0.15%,Candidate Count,4250314,True,Upto 100,6253,14%,0,46-50,3,Lost,3,1,43640,IND,Independent,Independent,S28,Uttarakhand,6253,6253,2012,0
Didihat,43,GEN,35,GEN,Jagdish Chand,Male,7,0.02%,Candidate Count,4250314,True,Upto 100,817,2%,0,31-35,6,Lost,6,1,45081,IND,Independent,Independent,S28,Uttarakhand,817,817,2012,0
Kapkote,46,GEN,56,GEN,Anand Singh Kapkoti,Male,7,0.01%,Candidate Count,4250314,True,Upto 100,396,1%,0,51-60,9,Lost,9,1,51346,IND,Independent,Independent,S28,Uttarakhand,396,396,2012,0
Dwarahat,48,GEN,76,GEN,Devi Dutt Joshi,Male,7,0.01%,Candidate Count,4250314,True,Upto 100,458,1%,0,>70,8,Lost,8,1,43576,IND,Independent,Independent,S28,Uttarakhand,458,458,2012,0
Ranikhet,50,GEN,39,GEN,Mahendra Singh Bisht,Male,7,0.02%,Candidate Count,4250314,True,Upto 100,765,2%,0,36-40,4,Lost,4,1,39271,IND,Independent,Independent,S28,Uttarakhand,765,765,2012,0
Almora,52,GEN,44,GEN,Kailash Sharma,Male,7,0.15%,Candidate Count,4250314,True,Upto 100,6582,14%,0,41-45,4,Lost,4,1,47577,IND,Independent,Independent,S28,Uttarakhand,6582,6582,2012,0
Champawat,55,GEN,47,GEN,Sri Anand Prakash Gupta,Male,7,0.00%,Candidate Count,4250314,True,Upto 100,209,0%,0,46-50,11,Lost,11,1,50184,IND,Independent,Independent,S28,Uttarakhand,209,209,2012,0
Jaspur,62,GEN,35,GEN,Mohd. Akram,Male,7,0.01%,Candidate Count,4250314,True,Upto 100,269,0%,0,31-35,9,Lost,9,1,76582,IND,Independent,Independent,S28,Uttarakhand,269,269,2012,0
Gadarpur,65,GEN,37,GEN,Jarnail Singh,Male,7,0.54%,Candidate Count,4250314,True,Upto 100,22843,27%,0,36-40,2,Lost,2,1,84768,IND,Independent,Independent,S28,Uttarakhand,22843,22843,2012,0
Gangotri,3,GEN,61,GEN,Kishan Singh,Male,8,0.13%,Candidate Count,4250314,True,Upto 100,5595,11%,0,61-70,4,Lost,4,1,50446,IND,Independent,Independent,S28,Uttarakhand,5595,5595,2012,0
Badrinath,4,GEN,45,GEN,Nandan Singh Bisht,Male,8,0.14%,Candidate Count,4250314,True,Upto 100,5803,11%,0,41-45,4,Lost,4,1,54994,IND,Independent,Independent,S28,Uttarakhand,5803,5803,2012,0
Karnprayag,6,GEN,41,GEN,Arun Maithani,Male,8,0.04%,Candidate Count,4250314,True,Upto 100,1802,4%,0,41-45,7,Lost,7,1,48941,IND,Independent,Independent,S28,Uttarakhand,1802,1802,2012,0
Kedarnath,7,GEN,64,GEN,Om Prakash Vashisth,Male,8,0.01%,Candidate Count,4250314,True,Upto 100,435,1%,0,61-70,8,Lost,8,1,47481,IND,Independent,Independent,S28,Uttarakhand,435,435,2012,0
Rudraprayag,8,GEN,55,GEN,Bhagwati Prasad,Male,8,0.02%,Candidate Count,4250314,True,Upto 100,717,1%,0,51-60,9,Lost,9,1,52180,IND,Independent,Independent,S28,Uttarakhand,717,717,2012,0
Tehri,13,GEN,42,GEN,Dinesh Dhanai,Male,8,0.28%,Candidate Count,4250314,True,101-1000,12026,30%,1,41-45,1,Won,1,1,40399,IND,Independent,Independent,S28,Uttarakhand,12026,11649,2012,377
Dhanolti,14,GEN,62,GEN,Gulab Singh,Male,8,0.04%,Candidate Count,4250314,True,Upto 100,1499,3%,0,61-70,6,Lost,6,1,45769,IND,Independent,Independent,S28,Uttarakhand,1499,1499,2012,0
Roorkee,31,GEN,48,GEN,Balvir Siingh,Male,8,0.00%,Candidate Count,4250314,True,Upto 100,81,0%,0,46-50,11,Lost,11,1,61326,IND,Independent,Independent,S28,Uttarakhand,81,81,2012,0
Yamkeshwar,36,GEN,34,GEN,Ashok Singh,Male,8,0.01%,Candidate Count,4250314,True,Upto 100,378,1%,0,31-35,11,Lost,11,1,42994,IND,Independent,Independent,S28,Uttarakhand,378,378,2012,0
Srinagar,38,GEN,41,GEN,Sarvender Singh Panwar (Saheb),Male,8,0.01%,Candidate Count,4250314,True,Upto 100,631,1%,0,41-45,6,Lost,6,1,54603,IND,Independent,Independent,S28,Uttarakhand,631,631,2012,0
Chaubattakhal,39,GEN,60,GEN,Ramesh Chandra Juyal,Male,8,0.01%,Candidate Count,4250314,True,Upto 100,534,1%,0,51-60,7,Lost,7,1,43640,IND,Independent,Independent,S28,Uttarakhand,534,534,2012,0
Lansdowne,40,GEN,32,GEN,Manish Sundriyal,Male,8,0.01%,Candidate Count,4250314,True,Upto 100,396,1%,0,31-35,9,Lost,9,1,39599,IND,Independent,Independent,S28,Uttarakhand,396,396,2012,0
Kotdwar,41,GEN,64,GEN,Sur Singh Gusain,Male,8,0.01%,Candidate Count,4250314,True,Upto 100,583,1%,0,61-70,4,Lost,4,1,62113,IND,Independent,Independent,S28,Uttarakhand,583,583,2012,0
Kapkote,46,GEN,57,GEN,Govind Singh Bhandari,Male,8,0.04%,Candidate Count,4250314,True,Upto 100,1493,3%,0,51-60,4,Lost,4,1,51346,IND,Independent,Independent,S28,Uttarakhand,1493,1493,2012,0
Dwarahat,48,GEN,31,GEN,Pawan Chandra Pandey,Male,8,0.01%,Candidate Count,4250314,True,Upto 100,430,1%,0,31-35,9,Lost,9,1,43576,IND,Independent,Independent,S28,Uttarakhand,430,430,2012,0
Almora,52,GEN,62,GEN,Jaswant Singh Adhikari,Male,8,0.01%,Candidate Count,4250314,True,Upto 100,507,1%,0,61-70,7,Lost,7,1,47577,IND,Independent,Independent,S28,Uttarakhand,507,507,2012,0
Champawat,55,GEN,42,GEN,Sri Kailash Chandra Ray,Male,8,0.01%,Candidate Count,4250314,True,Upto 100,245,0%,0,41-45,10,Lost,10,1,50184,IND,Independent,Independent,S28,Uttarakhand,245,245,2012,0
Bhimtal,57,GEN,45,GEN,Kailash Singh,Male,8,0.02%,Candidate Count,4250314,True,Upto 100,920,2%,0,41-45,5,Lost,5,1,56787,IND,Independent,Independent,S28,Uttarakhand,920,920,2012,0
Kaladhungi,60,GEN,70,GEN,Janardan Pant,Male,8,0.01%,Candidate Count,4250314,True,Upto 100,395,1%,0,61-70,9,Lost,9,1,78729,IND,Independent,Independent,S28,Uttarakhand,395,395,2012,0
Jaspur,62,GEN,34,GEN,Mohd. Anees,Male,8,0.00%,Candidate Count,4250314,True,Upto 100,204,0%,0,31-35,10,Lost,10,1,76582,IND,Independent,Independent,S28,Uttarakhand,204,204,2012,0
