Constituency,Ac No,Const. Type,Cand Age,Cand Category,Cand Name,Gender,Cand Sl No,% of Vote Share,"""Candidate Count""",Total Votes (Overall),State Filter,Margin Bands,LOD: Cand Votes Polled,Cand Votes as % of Total Const Votes,winner count,Age Band,Candidate_Position (copy),Candidate_Position (group),Candidate Position,Count of Candidates (SNo),LOD: Const Votes Polled,Partyabbre,Partytype,Party Name,St Code,State,Total Votes Polled,Total Votes Polled (R),Year,Margin
Kashipur,63,GEN,38,GEN,Mohd. Anas Ansari,Male,4,0.01%,Candidate Count,4250314,True,Upto 100,439,1%,0,36-40,7,Lost,7,1,81952,RLD,State,Rashtriya Lok Dal,S28,Uttarakhand,439,439,2012,0
Gadarpur,65,GEN,45,GEN,Dulal Mandal,Male,4,0.01%,Candidate Count,4250314,True,Upto 100,534,1%,0,41-45,7,Lost,7,1,84768,AITC,State,All India Trinamool Congress,S28,Uttarakhand,534,534,2012,0
Yamunotri,2,GEN,39,GEN,Jeet Singh Bhadkoti,Male,5,0.01%,Candidate Count,4250314,True,Upto 100,454,1%,0,36-40,6,Lost,6,1,43936,JD(U),State,Janata Dal  (United),S28,Uttarakhand,454,454,2012,0
Gangotri,3,GEN,42,GEN,Bhagwati Prasad Bahuguna,Male,5,0.01%,Candidate Count,4250314,True,Upto 100,584,1%,0,41-45,8,Lost,8,1,50446,UKDP,State,Uttarakhand Kranti Dal(P),S28,Uttarakhand,584,584,2012,0
Badrinath,4,GEN,28,GEN,Alok Meherwal,Male,5,0.01%,Candidate Count,4250314,True,Upto 100,579,1%,0,Upto 30,9,Lost,9,1,54994,SP,State,Samajwadi Party,S28,Uttarakhand,579,579,2012,0
Tehri,13,GEN,57,GEN,Virendar Mohan Uttarakhandi,Male,5,0.05%,Candidate Count,4250314,True,Upto 100,2237,6%,0,51-60,4,Lost,4,1,40399,UKDP,State,Uttarakhand Kranti Dal(P),S28,Uttarakhand,2237,2237,2012,0
Dhanolti,14,GEN,66,GEN,Suraj Mani,Male,5,0.00%,Candidate Count,4250314,True,Upto 100,173,0%,0,61-70,13,Lost,13,1,45769,SP,State,Samajwadi Party,S28,Uttarakhand,173,173,2012,0
Vikasnagar,16,GEN,45,GEN,Arvind Sharma,Male,5,0.01%,Candidate Count,4250314,True,Upto 100,458,1%,0,41-45,9,Lost,9,1,67730,SP,State,Samajwadi Party,S28,Uttarakhand,458,458,2012,0
Sahaspur,17,GEN,30,GEN,Amit,Male,5,0.01%,Candidate Count,4250314,True,Upto 100,414,0%,0,Upto 30,16,Lost,16,1,83335,AITC,State,All India Trinamool Congress,S28,Uttarakhand,414,414,2012,0
Roorkee,31,GEN,48,GEN,Munesh Tyagi,Male,5,0.01%,Candidate Count,4250314,True,Upto 100,257,0%,0,46-50,7,Lost,7,1,61326,SP,State,Samajwadi Party,S28,Uttarakhand,257,257,2012,0
Laksar,34,GEN,35,GEN,Gulam Rasool,Male,5,0.00%,Candidate Count,4250314,True,Upto 100,154,0%,0,31-35,13,Lost,13,1,65836,AITC,State,All India Trinamool Congress,S28,Uttarakhand,154,154,2012,0
Kotdwar,41,GEN,38,GEN,Manish Bhatt,Male,5,0.00%,Candidate Count,4250314,True,Upto 100,139,0%,0,36-40,8,Lost,8,1,62113,SP,State,Samajwadi Party,S28,Uttarakhand,139,139,2012,0
Ranikhet,50,GEN,36,GEN,Puran Chandra Joshi,Male,5,0.01%,Candidate Count,4250314,True,Upto 100,315,1%,0,36-40,6,Lost,6,1,39271,SP,State,Samajwadi Party,S28,Uttarakhand,315,315,2012,0
Champawat,55,GEN,40,GEN,Sri Manoj Kumar Bhatt,Male,5,0.01%,Candidate Count,4250314,True,Upto 100,430,1%,0,36-40,8,Lost,8,1,50184,SP,State,Samajwadi Party,S28,Uttarakhand,430,430,2012,0
Haldwani,59,GEN,50,GEN,Abdul Matin Siddiqi,Male,5,0.32%,Candidate Count,4250314,True,Upto 100,13453,17%,0,46-50,3,Lost,3,1,80596,SP,State,Samajwadi Party,S28,Uttarakhand,13453,13453,2012,0
Kaladhungi,60,GEN,32,GEN,Umesh Sharma,Male,5,0.01%,Candidate Count,4250314,True,Upto 100,371,0%,0,31-35,10,Lost,10,1,78729,SP,State,Samajwadi Party,S28,Uttarakhand,371,371,2012,0
Ramnagar,61,GEN,39,GEN,Abdul Gaffar,Male,5,0.04%,Candidate Count,4250314,True,Upto 100,1493,2%,0,36-40,5,Lost,5,1,64468,SP,State,Samajwadi Party,S28,Uttarakhand,1493,1493,2012,0
Jaspur,62,GEN,27,GEN,Navneet Kumar,Male,5,0.01%,Candidate Count,4250314,True,Upto 100,348,0%,0,Upto 30,7,Lost,7,1,76582,RLD,State,Rashtriya Lok Dal,S28,Uttarakhand,348,348,2012,0
Kashipur,63,GEN,57,GEN,Abdul Aziz Qureshi,Male,5,0.03%,Candidate Count,4250314,True,Upto 100,1216,1%,0,51-60,5,Lost,5,1,81952,SP,State,Samajwadi Party,S28,Uttarakhand,1216,1216,2012,0
Rudrapur,66,GEN,38,GEN,Tajindra Singh,Male,5,0.04%,Candidate Count,4250314,True,Upto 100,1785,2%,0,36-40,4,Lost,4,1,93747,SP,State,Samajwadi Party,S28,Uttarakhand,1785,1785,2012,0
Kichha,67,GEN,45,GEN,Iqbal Qureshi,Male,5,0.02%,Candidate Count,4250314,True,Upto 100,743,1%,0,41-45,5,Lost,5,1,72865,SP,State,Samajwadi Party,S28,Uttarakhand,743,743,2012,0
Sitarganj,68,GEN,49,GEN,Bachan Singh,Male,5,0.01%,Candidate Count,4250314,True,Upto 100,294,0%,0,46-50,10,Lost,10,1,73768,LJP,State,Lok Jan Shakti Party,S28,Uttarakhand,294,294,2012,0
Khatima,70,GEN,30,GEN,Vinod Chand,Male,5,0.01%,Candidate Count,4250314,True,Upto 100,564,1%,0,Upto 30,8,Lost,8,1,68830,UKDP,State,Uttarakhand Kranti Dal(P),S28,Uttarakhand,564,564,2012,0
Vikasnagar,16,GEN,53,GEN,Inam Babu,Male,6,0.00%,Candidate Count,4250314,True,Upto 100,109,0%,0,51-60,18,Lost,18,1,67730,JD(S),State,Janata Dal  (Secular),S28,Uttarakhand,109,109,2012,0
Dharampur,18,GEN,80,GEN,Ajijur Rehaman,Male,6,0.00%,Candidate Count,4250314,True,Upto 100,142,0%,0,>70,15,Lost,15,1,75191,MUL,State,Muslim League Kerala State Committee,S28,Uttarakhand,142,142,2012,0
Dehradun Cantt.,21,GEN,43,GEN,Bijendar Singh Thapa,Male,6,0.01%,Candidate Count,4250314,True,Upto 100,367,1%,0,41-45,7,Lost,7,1,62659,AITC,State,All India Trinamool Congress,S28,Uttarakhand,367,367,2012,0
Doiwala,23,GEN,31,GEN,Rishi Kumar,Male,6,0.01%,Candidate Count,4250314,True,Upto 100,266,0%,0,31-35,15,Lost,15,1,76430,LJP,State,Lok Jan Shakti Party,S28,Uttarakhand,266,266,2012,0
Rishikesh,24,GEN,41,GEN,Naresh Chandra Baloni,Male,6,0.00%,Candidate Count,4250314,True,Upto 100,143,0%,0,41-45,17,Lost,17,1,81076,AITC,State,All India Trinamool Congress,S28,Uttarakhand,143,143,2012,0
Hardwar,25,GEN,37,GEN,Pankaj Dubey,Male,6,0.00%,Candidate Count,4250314,True,Upto 100,201,0%,0,36-40,9,Lost,9,1,82441,SHS,State,Shivsena,S28,Uttarakhand,201,201,2012,0
Pirankaliyar,30,GEN,48,GEN,Mohd. Iqbal,Male,6,0.00%,Candidate Count,4250314,True,Upto 100,192,0%,0,46-50,7,Lost,7,1,73813,SP,State,Samajwadi Party,S28,Uttarakhand,192,192,2012,0
Roorkee,31,GEN,28,GEN,Sunil Kumar Saini,Male,6,0.00%,Candidate Count,4250314,True,Upto 100,87,0%,0,Upto 30,10,Lost,10,1,61326,SHS,State,Shivsena,S28,Uttarakhand,87,87,2012,0
Khanpur,32,GEN,25,GEN,Tasin,Male,6,0.00%,Candidate Count,4250314,True,Upto 100,193,0%,0,Upto 30,10,Lost,10,1,87874,AITC,State,All India Trinamool Congress,S28,Uttarakhand,193,193,2012,0
Manglore,33,GEN,37,GEN,Anuj,Male,6,0.01%,Candidate Count,4250314,True,Upto 100,447,1%,0,36-40,7,Lost,7,1,72597,SP,State,Samajwadi Party,S28,Uttarakhand,447,447,2012,0
Laksar,34,GEN,36,GEN,Padam Singh Gujjar,Male,6,0.01%,Candidate Count,4250314,True,Upto 100,284,0%,0,36-40,7,Lost,7,1,65836,SP,State,Samajwadi Party,S28,Uttarakhand,284,284,2012,0
Hardwar Rural,35,GEN,25,GEN,Arjun Kumar,Male,6,0.01%,Candidate Count,4250314,True,Upto 100,303,0%,0,Upto 30,12,Lost,12,1,77656,LJP,State,Lok Jan Shakti Party,S28,Uttarakhand,303,303,2012,0
Champawat,55,GEN,49,GEN,Sri Shyam Sundar Singh,Male,6,0.00%,Candidate Count,4250314,True,Upto 100,207,0%,0,46-50,12,Lost,12,1,50184,AITC,State,All India Trinamool Congress,S28,Uttarakhand,207,207,2012,0
Bhimtal,57,GEN,29,GEN,Virendra Danai,Male,6,0.01%,Candidate Count,4250314,True,Upto 100,232,0%,0,Upto 30,11,Lost,11,1,56787,SP,State,Samajwadi Party,S28,Uttarakhand,232,232,2012,0
Kaladhungi,60,GEN,26,GEN,Fidhaurrehman,Male,6,0.01%,Candidate Count,4250314,True,Upto 100,261,0%,0,Upto 30,11,Lost,11,1,78729,AITC,State,All India Trinamool Congress,S28,Uttarakhand,261,261,2012,0
Jaspur,62,GEN,43,GEN,Sultan Bharti,Male,6,0.09%,Candidate Count,4250314,True,Upto 100,4021,5%,0,41-45,4,Lost,4,1,76582,SP,State,Samajwadi Party,S28,Uttarakhand,4021,4021,2012,0
Kashipur,63,GEN,60,GEN,Mohd. Naeem,Male,6,0.01%,Candidate Count,4250314,True,Upto 100,236,0%,0,51-60,9,Lost,9,1,81952,AITC,State,All India Trinamool Congress,S28,Uttarakhand,236,236,2012,0
Gadarpur,65,GEN,26,GEN,Shaherum,Male,6,0.18%,Candidate Count,4250314,True,Upto 100,7519,9%,0,Upto 30,5,Lost,5,1,84768,SP,State,Samajwadi Party,S28,Uttarakhand,7519,7519,2012,0
Sitarganj,68,GEN,66,GEN,Ram Chandra,Male,6,0.01%,Candidate Count,4250314,True,Upto 100,238,0%,0,61-70,11,Lost,11,1,73768,SHS,State,Shivsena,S28,Uttarakhand,238,238,2012,0
Kedarnath,7,GEN,45,GEN,Shambhu Prasad,Male,7,0.01%,Candidate Count,4250314,True,Upto 100,289,1%,0,41-45,9,Lost,9,1,47481,LJP,State,Lok Jan Shakti Party,S28,Uttarakhand,289,289,2012,0
Rudraprayag,8,GEN,31,GEN,Kuldip Singh,Male,7,0.02%,Candidate Count,4250314,True,Upto 100,720,1%,0,31-35,8,Lost,8,1,52180,SP,State,Samajwadi Party,S28,Uttarakhand,720,720,2012,0
Deoprayag,10,GEN,43,GEN,Bilashwar Jhaldiyal,Male,7,0.01%,Candidate Count,4250314,True,Upto 100,411,1%,0,41-45,10,Lost,10,1,40166,RLD,State,Rashtriya Lok Dal,S28,Uttarakhand,411,411,2012,0
Sahaspur,17,GEN,44,GEN,Gulfam Ali,Male,7,0.03%,Candidate Count,4250314,True,Upto 100,1272,2%,0,41-45,9,Lost,9,1,83335,SP,State,Samajwadi Party,S28,Uttarakhand,1272,1272,2012,0
Raipur,19,GEN,25,GEN,Bhupendra Singh,Male,7,0.00%,Candidate Count,4250314,True,Upto 100,106,0%,0,Upto 30,20,Lost,20,1,76577,SHS,State,Shivsena,S28,Uttarakhand,106,106,2012,0
Doiwala,23,GEN,51,GEN,Jaswant Singh Randhava,Male,7,0.00%,Candidate Count,4250314,True,Upto 100,100,0%,0,51-60,20,Lost,20,1,76430,JD(S),State,Janata Dal  (Secular),S28,Uttarakhand,100,100,2012,0
Rishikesh,24,GEN,39,GEN,Virender Bhardwaj,Male,7,0.00%,Candidate Count,4250314,True,Upto 100,179,0%,0,36-40,14,Lost,14,1,81076,LJP,State,Lok Jan Shakti Party,S28,Uttarakhand,179,179,2012,0
Hardwar,25,GEN,41,GEN,Mukesh Sharma,Male,7,0.00%,Candidate Count,4250314,True,Upto 100,150,0%,0,41-45,14,Lost,14,1,82441,SP,State,Samajwadi Party,S28,Uttarakhand,150,150,2012,0
Pirankaliyar,30,GEN,41,GEN,Charan Singh,Male,7,0.00%,Candidate Count,4250314,True,Upto 100,110,0%,0,41-45,14,Lost,14,1,73813,RLD,State,Rashtriya Lok Dal,S28,Uttarakhand,110,110,2012,0
Manglore,33,GEN,36,GEN,Gaurav Chaudhary,Male,7,0.46%,Candidate Count,4250314,True,Upto 100,19354,27%,0,36-40,3,Lost,3,1,72597,RLD,State,Rashtriya Lok Dal,S28,Uttarakhand,19354,19354,2012,0
Ramnagar,61,GEN,50,GEN,Mehboob Ali,Male,7,0.00%,Candidate Count,4250314,True,Upto 100,159,0%,0,46-50,13,Lost,13,1,64468,RLD,State,Rashtriya Lok Dal,S28,Uttarakhand,159,159,2012,0
Sitarganj,68,GEN,53,GEN,Vinay Krishna Mondal,Male,7,0.03%,Candidate Count,4250314,True,Upto 100,1456,2%,0,51-60,5,Lost,5,1,73768,SP,State,Samajwadi Party,S28,Uttarakhand,1456,1456,2012,0
Khatima,70,GEN,50,GEN,Kunwar Jaivardhan Singh,Male,7,0.10%,Candidate Count,4250314,True,Upto 100,4056,6%,0,46-50,5,Lost,5,1,68830,SP,State,Samajwadi Party,S28,Uttarakhand,4056,4056,2012,0
Deoprayag,10,GEN,70,GEN,Raghunandan Pandey,Male,8,0.01%,Candidate Count,4250314,True,Upto 100,423,1%,0,61-70,8,Lost,8,1,40166,SHS,State,Shivsena,S28,Uttarakhand,423,423,2012,0
Sahaspur,17,GEN,61,GEN,Zamil Hasan,Male,8,0.00%,Candidate Count,4250314,True,Upto 100,106,0%,0,61-70,23,Lost,23,1,83335,MUL,State,Muslim League Kerala State Committee,S28,Uttarakhand,106,106,2012,0
Raipur,19,GEN,43,GEN,Mahesh Kaushal,Male,8,0.00%,Candidate Count,4250314,True,Upto 100,160,0%,0,41-45,17,Lost,17,1,76577,AITC,State,All India Trinamool Congress,S28,Uttarakhand,160,160,2012,0
Mussoorie,22,GEN,67,GEN,Shiv Singh Rawat,Male,8,0.00%,Candidate Count,4250314,True,Upto 100,113,0%,0,61-70,15,Lost,15,1,63093,AITC,State,All India Trinamool Congress,S28,Uttarakhand,113,113,2012,0
Rishikesh,24,GEN,34,GEN,Vishwanath Raturi (Babloo),Male,8,0.00%,Candidate Count,4250314,True,Upto 100,173,0%,0,31-35,15,Lost,15,1,81076,SP,State,Samajwadi Party,S28,Uttarakhand,173,173,2012,0
B.H.E.L. ranipur,26,GEN,33,GEN,Kajichaand,Male,8,0.01%,Candidate Count,4250314,True,Upto 100,298,0%,0,31-35,14,Lost,14,1,77622,SP,State,Samajwadi Party,S28,Uttarakhand,298,298,2012,0
Khanpur,32,GEN,52,GEN,Sayeed Hassan,Male,8,0.00%,Candidate Count,4250314,True,Upto 100,145,0%,0,51-60,12,Lost,12,1,87874,SP,State,Samajwadi Party,S28,Uttarakhand,145,145,2012,0
Hardwar Rural,35,GEN,56,GEN,Ghalib,Male,8,0.00%,Candidate Count,4250314,True,Upto 100,93,0%,0,51-60,18,Lost,18,1,77656,MUL,State,Muslim League Kerala State Committee,S28,Uttarakhand,93,93,2012,0
Salt,49,GEN,31,GEN,Bhupendar,Male,8,0.01%,Candidate Count,4250314,True,Upto 100,285,1%,0,31-35,9,Lost,9,1,46901,RLD,State,Rashtriya Lok Dal,S28,Uttarakhand,285,285,2012,0
Haldwani,59,GEN,31,GEN,Bhuwan Chandra Joshi,Male,8,0.00%,Candidate Count,4250314,True,Upto 100,65,0%,0,31-35,14,Lost,14,1,80596,LJP,State,Lok Jan Shakti Party,S28,Uttarakhand,65,65,2012,0
Khatima,70,GEN,33,GEN,Rakesh Shukla,Male,8,0.00%,Candidate Count,4250314,True,Upto 100,111,0%,0,31-35,16,Lost,16,1,68830,SHS,State,Shivsena,S28,Uttarakhand,111,111,2012,0
Vikasnagar,16,GEN,43,GEN,Satish Kumar,Male,9,0.00%,Candidate Count,4250314,True,Upto 100,151,0%,0,41-45,17,Lost,17,1,67730,RLD,State,Rashtriya Lok Dal,S28,Uttarakhand,151,151,2012,0
Dharampur,18,GEN,32,GEN,Tarun Ahuja,Male,9,0.00%,Candidate Count,4250314,True,Upto 100,154,0%,0,31-35,13,Lost,13,1,75191,SHS,State,Shivsena,S28,Uttarakhand,154,154,2012,0
Mussoorie,22,GEN,40,GEN,Sanjay Goyal,Male,9,0.00%,Candidate Count,4250314,True,Upto 100,113,0%,0,36-40,14,Lost,14,1,63093,SP,State,Samajwadi Party,S28,Uttarakhand,113,113,2012,0
B.H.E.L. ranipur,26,GEN,41,GEN,Nayeem Ahamed,Male,9,0.00%,Candidate Count,4250314,True,Upto 100,199,0%,0,41-45,17,Lost,17,1,77622,RLD,State,Rashtriya Lok Dal,S28,Uttarakhand,199,199,2012,0
Khanpur,32,GEN,30,GEN,Saddam Hussain,Male,9,0.00%,Candidate Count,4250314,True,Upto 100,80,0%,0,Upto 30,13,Lost,13,1,87874,MUL,State,Muslim League Kerala State Committee,S28,Uttarakhand,80,80,2012,0
Laksar,34,GEN,37,GEN,Rajkumar,Male,9,0.01%,Candidate Count,4250314,True,Upto 100,264,0%,0,36-40,8,Lost,8,1,65836,RLD,State,Rashtriya Lok Dal,S28,Uttarakhand,264,264,2012,0
Hardwar Rural,35,GEN,33,GEN,Jitendra Kumar,Male,9,0.01%,Candidate Count,4250314,True,Upto 100,467,1%,0,31-35,6,Lost,6,1,77656,SP,State,Samajwadi Party,S28,Uttarakhand,467,467,2012,0
Lalkuwa,56,GEN,39,GEN,Sanjay Singh,Male,9,0.01%,Candidate Count,4250314,True,Upto 100,627,1%,0,36-40,10,Lost,10,1,67403,SP,State,Samajwadi Party,S28,Uttarakhand,627,627,2012,0
Haldwani,59,GEN,36,GEN,Rupendra Nagar,Male,9,0.01%,Candidate Count,4250314,True,Upto 100,376,0%,0,36-40,6,Lost,6,1,80596,SHS,State,Shivsena,S28,Uttarakhand,376,376,2012,0
Kashipur,63,GEN,37,GEN,Vikas Agrawal,Male,9,0.00%,Candidate Count,4250314,True,Upto 100,151,0%,0,36-40,11,Lost,11,1,81952,SHS,State,Shivsena,S28,Uttarakhand,151,151,2012,0
Dharampur,18,GEN,49,GEN,Manjoor Hasan,Male,10,0.01%,Candidate Count,4250314,True,Upto 100,323,0%,0,46-50,10,Lost,10,1,75191,SP,State,Samajwadi Party,S28,Uttarakhand,323,323,2012,0
Dehradun Cantt.,21,GEN,37,GEN,Rahul Chauhan,Male,10,0.01%,Candidate Count,4250314,True,Upto 100,260,0%,0,36-40,10,Lost,10,1,62659,SHS,State,Shivsena,S28,Uttarakhand,260,260,2012,0
B.H.E.L. ranipur,26,GEN,32,GEN,Mukesh Kumar Upadhyay,Male,10,0.00%,Candidate Count,4250314,True,Upto 100,189,0%,0,31-35,19,Lost,19,1,77622,SHS,State,Shivsena,S28,Uttarakhand,189,189,2012,0
Khanpur,32,GEN,36,GEN,Sadat Masood,Male,10,0.01%,Candidate Count,4250314,True,Upto 100,467,1%,0,36-40,7,Lost,7,1,87874,RLD,State,Rashtriya Lok Dal,S28,Uttarakhand,467,467,2012,0
Laksar,34,GEN,27,GEN,Rajkumar Saini,Male,10,0.00%,Candidate Count,4250314,True,Upto 100,202,0%,0,Upto 30,10,Lost,10,1,65836,SHS,State,Shivsena,S28,Uttarakhand,202,202,2012,0
Hardwar Rural,35,GEN,41,GEN,Ravidutt Bakshi,Male,10,0.01%,Candidate Count,4250314,True,Upto 100,263,0%,0,41-45,14,Lost,14,1,77656,SHS,State,Shivsena,S28,Uttarakhand,263,263,2012,0
Haldwani,59,GEN,33,GEN,Samir Ulla Khan,Male,10,0.00%,Candidate Count,4250314,True,Upto 100,165,0%,0,31-35,10,Lost,10,1,80596,AITC,State,All India Trinamool Congress,S28,Uttarakhand,165,165,2012,0
Kashipur,63,GEN,32,GEN,Shahzad Hussaon,Male,10,0.00%,Candidate Count,4250314,True,Upto 100,77,0%,0,31-35,14,Lost,14,1,81952,MUL,State,Muslim League Kerala State Committee,S28,Uttarakhand,77,77,2012,0
Sahaspur,17,GEN,55,GEN,Babulal Gupta,Male,11,0.01%,Candidate Count,4250314,True,Upto 100,347,0%,0,51-60,17,Lost,17,1,83335,RLD,State,Rashtriya Lok Dal,S28,Uttarakhand,347,347,2012,0
Raipur,19,GEN,58,GEN,Vinod Bharthwal,Male,11,0.10%,Candidate Count,4250314,True,Upto 100,4128,5%,0,51-60,4,Lost,4,1,76577,SP,State,Samajwadi Party,S28,Uttarakhand,4128,4128,2012,0
Dehradun Cantt.,21,GEN,43,GEN,Subhash Chand Jasoria,Male,11,0.01%,Candidate Count,4250314,True,Upto 100,295,0%,0,41-45,9,Lost,9,1,62659,SP,State,Samajwadi Party,S28,Uttarakhand,295,295,2012,0
Doiwala,23,GEN,54,GEN,Sarvanand,Male,11,0.01%,Candidate Count,4250314,True,Upto 100,289,0%,0,51-60,13,Lost,13,1,76430,AITC,State,All India Trinamool Congress,S28,Uttarakhand,289,289,2012,0
Pirankaliyar,30,GEN,33,GEN,Wazid Ali,Male,11,0.00%,Candidate Count,4250314,True,Upto 100,79,0%,0,31-35,15,Lost,15,1,73813,JD(U),State,Janata Dal  (United),S28,Uttarakhand,79,79,2012,0
Hardwar Rural,35,GEN,31,GEN,Hitanshu Chopra,Male,11,0.01%,Candidate Count,4250314,True,Upto 100,361,0%,0,31-35,9,Lost,9,1,77656,RLD,State,Rashtriya Lok Dal,S28,Uttarakhand,361,361,2012,0
Dharampur,18,GEN,60,GEN,Shambhu Saran,Male,12,0.00%,Candidate Count,4250314,True,Upto 100,146,0%,0,51-60,14,Lost,14,1,75191,AITC,State,All India Trinamool Congress,S28,Uttarakhand,146,146,2012,0
Raipur,19,GEN,28,GEN,Shiv Sagar Thapa,Male,12,0.00%,Candidate Count,4250314,True,Upto 100,98,0%,0,Upto 30,21,Lost,21,1,76577,JKNPP,State,Jammu & Kashmir National Panthers Party,S28,Uttarakhand,98,98,2012,0
Doiwala,23,GEN,38,GEN,Sawan Chand Ramola,Male,12,0.01%,Candidate Count,4250314,True,Upto 100,244,0%,0,36-40,16,Lost,16,1,76430,JD(U),State,Janata Dal  (United),S28,Uttarakhand,244,244,2012,0
B.H.E.L. ranipur,26,GEN,39,GEN,Rati Bhan Saini,Male,12,0.00%,Candidate Count,4250314,True,Upto 100,84,0%,0,36-40,23,Lost,23,1,77622,JD(U),State,Janata Dal  (United),S28,Uttarakhand,84,84,2012,0
Dharampur,18,GEN,50,GEN,Sardar Khan(Pappu),Male,14,0.00%,Candidate Count,4250314,True,Upto 100,141,0%,0,46-50,16,Lost,16,1,75191,RLD,State,Rashtriya Lok Dal,S28,Uttarakhand,141,141,2012,0
B.H.E.L. ranipur,26,GEN,65,GEN,Sushil Chand Thapliyal,Male,14,0.00%,Candidate Count,4250314,True,Upto 100,98,0%,0,61-70,22,Lost,22,1,77622,JKNPP,State,Jammu & Kashmir National Panthers Party,S28,Uttarakhand,98,98,2012,0
Khanpur,32,GEN,39,GEN,Abdul Mannan,Male,4,0.06%,Candidate Count,4250314,True,Upto 100,2408,3%,0,36-40,5,Lost,5,1,87874,MD,Unrecognised,Mahan Dal,S28,Uttarakhand,2408,2408,2012,0
Chaubattakhal,39,GEN,65,GEN,Brig. (Retd) Surender Singh Patwal,Male,4,0.02%,Candidate Count,4250314,True,Upto 100,894,2%,0,61-70,6,Lost,6,1,43640,UtRM,Unrecognised,Uttarakhand Raksha Morcha,S28,Uttarakhand,894,894,2012,0
Kotdwar,41,GEN,53,GEN,Gita Ram Sundriyal,Male,4,0.01%,Candidate Count,4250314,True,Upto 100,337,1%,0,51-60,5,Lost,5,1,62113,UtRM,Unrecognised,Uttarakhand Raksha Morcha,S28,Uttarakhand,337,337,2012,0
Karnprayag,6,GEN,33,GEN,Indresh Maikhuri,Male,5,0.01%,Candidate Count,4250314,True,Upto 100,632,1%,0,31-35,10,Lost,10,1,48941,CPI(ML)(L),Unrecognised,Communist Party of India  (Marxist-Leninist)  (Liberation),S28,Uttarakhand,632,632,2012,0
Rudraprayag,8,GEN,41,GEN,Arjun Singh,Male,5,0.15%,Candidate Count,4250314,True,Upto 100,6331,12%,0,41-45,4,Lost,4,1,52180,UtRM,Unrecognised,Uttarakhand Raksha Morcha,S28,Uttarakhand,6331,6331,2012,0
Narendranagar,11,GEN,59,GEN,Soban Singh Negi,Male,5,0.01%,Candidate Count,4250314,True,Upto 100,573,1%,0,51-60,7,Lost,7,1,48816,UtRM,Unrecognised,Uttarakhand Raksha Morcha,S28,Uttarakhand,573,573,2012,0
Hardwar,25,GEN,36,GEN,Gajinder Singh Sidhu,Male,5,0.01%,Candidate Count,4250314,True,Upto 100,243,0%,0,36-40,7,Lost,7,1,82441,RKSP,Unrecognised,Rashtriya Krantikari Samajwadi Party,S28,Uttarakhand,243,243,2012,0
Manglore,33,GEN,30,GEN,Anil Kumar,Male,5,0.01%,Candidate Count,4250314,True,Upto 100,242,0%,0,Upto 30,9,Lost,9,1,72597,IVD,Unrecognised,Inqalab Vikas Dal,S28,Uttarakhand,242,242,2012,0
Lansdowne,40,GEN,71,GEN,Lt Gen (Retd) Tejpal Singh Rawat Pvsm Vsm,Male,5,0.23%,Candidate Count,4250314,True,Upto 100,9886,25%,0,>70,2,Lost,2,1,39599,UtRM,Unrecognised,Uttarakhand Raksha Morcha,S28,Uttarakhand,9886,9886,2012,0
Didihat,43,GEN,43,GEN,Krishnanand,Male,5,0.02%,Candidate Count,4250314,True,Upto 100,839,2%,0,41-45,5,Lost,5,1,45081,UPP,Unrecognised,UTTARAKHAND PARIVARTAN PARTY,S28,Uttarakhand,839,839,2012,0
Kapkote,46,GEN,39,GEN,Sundar Singh Mehara,Male,5,0.01%,Candidate Count,4250314,True,Upto 100,449,1%,0,36-40,8,Lost,8,1,51346,UtRM,Unrecognised,Uttarakhand Raksha Morcha,S28,Uttarakhand,449,449,2012,0
Dwarahat,48,GEN,55,GEN,P.C.Tewari,Male,5,0.03%,Candidate Count,4250314,True,Upto 100,1066,2%,0,51-60,6,Lost,6,1,43576,UPP,Unrecognised,UTTARAKHAND PARIVARTAN PARTY,S28,Uttarakhand,1066,1066,2012,0
Salt,49,GEN,28,GEN,Dinesh Chandra Singh,Male,5,0.02%,Candidate Count,4250314,True,Upto 100,784,2%,0,Upto 30,4,Lost,4,1,46901,UtRM,Unrecognised,Uttarakhand Raksha Morcha,S28,Uttarakhand,784,784,2012,0
Almora,52,GEN,68,GEN,Ad. Govind Lal Verma,Male,5,0.01%,Candidate Count,4250314,True,Upto 100,251,1%,0,61-70,10,Lost,10,1,47577,UPP,Unrecognised,UTTARAKHAND PARIVARTAN PARTY,S28,Uttarakhand,251,251,2012,0
Lalkuwa,56,GEN,32,GEN,Mahesh Chandra,Male,5,0.01%,Candidate Count,4250314,True,Upto 100,251,0%,0,31-35,12,Lost,12,1,67403,BCP,Unrecognised,Bhartiya Chaitanya Party,S28,Uttarakhand,251,251,2012,0
Bhimtal,57,GEN,39,GEN,Naveen Chandra Bahuguna,Male,5,0.01%,Candidate Count,4250314,True,Upto 100,605,1%,0,36-40,7,Lost,7,1,56787,UPP,Unrecognised,UTTARAKHAND PARIVARTAN PARTY,S28,Uttarakhand,605,605,2012,0
Gadarpur,65,GEN,45,GEN,Ramkaran,Male,5,0.01%,Candidate Count,4250314,True,Upto 100,245,0%,0,41-45,8,Lost,8,1,84768,SBSP,Unrecognised,Suheldev Bhartiya Samaj Party,S28,Uttarakhand,245,245,2012,0
