Constituency,Ac No,Const. Type,Cand Age,Cand Category,Cand Name,Gender,Cand Sl No,% of Vote Share,"""Candidate Count""",Total Votes (Overall),State Filter,Margin Bands,LOD: Cand Votes Polled,Cand Votes as % of Total Const Votes,winner count,Age Band,Candidate_Position (copy),Candidate_Position (group),Candidate Position,Count of Candidates (SNo),LOD: Const Votes Polled,Partyabbre,Partytype,Party Name,St Code,State,Total Votes Polled,Total Votes Polled (R),Year,Margin
Chandel (st),41,ST,45,ST,Chungjalen Haokip,Male,2,0.07%,Candidate Count,1657776,True,Upto 100,1185,3%,0,41-45,6,Lost,6,1,42336,INC,National,Indian National Congress,S14,Manipur,1185,1185,2017,0
Tengnoupal (st),42,ST,56,ST,D. Korungthang,Male,2,1.02%,Candidate Count,1657776,True,2001-5000,16940,41%,1,51-60,1,Won,1,1,41689,INC,National,Indian National Congress,S14,Manipur,16940,12284,2017,"4,656"
Phungyar (st),43,ST,56,ST,M.K. Phungreiyo,Male,2,0.01%,Candidate Count,1657776,True,Upto 100,97,0%,0,51-60,5,Lost,5,1,24956,AITC,National,All India Trinamool Congress,S14,Manipur,97,97,2017,0
Ukhrul (st),44,ST,29,ST,Letsei Haokip,Male,2,0.01%,Candidate Count,1657776,True,Upto 100,115,0%,0,Upto 30,5,Lost,5,1,32078,AITC,National,All India Trinamool Congress,S14,Manipur,115,115,2017,0
Chingai (st),45,ST,51,ST,Preshow M.K Shimray,Male,2,0.38%,Candidate Count,1657776,True,Upto 100,6370,20%,0,51-60,3,Lost,3,1,32071,INC,National,Indian National Congress,S14,Manipur,6370,6370,2017,0
Saikul (st),46,ST,53,ST,Horngam Keishing,Male,2,0.00%,Candidate Count,1657776,True,Upto 100,61,0%,0,51-60,10,Lost,10,1,29322,AITC,National,All India Trinamool Congress,S14,Manipur,61,61,2017,0
Karong (st),47,ST,54,ST,D.D. Thaisii,Male,2,0.85%,Candidate Count,1657776,True,2001-5000,14038,32%,1,51-60,1,Won,1,1,44096,INC,National,Indian National Congress,S14,Manipur,14038,9745,2017,"4,293"
Tadubi (st),49,ST,62,ST,R.S. Henry Hiilii,Male,2,0.02%,Candidate Count,1657776,True,Upto 100,305,1%,0,61-70,6,Lost,6,1,40757,INC,National,Indian National Congress,S14,Manipur,305,305,2017,0
Saitu (ST),51,ST,68,ST,Ngamthang Haokip,Male,2,1.17%,Candidate Count,1657776,True,2001-5000,19467,53%,1,61-70,1,Won,1,1,36393,INC,National,Indian National Congress,S14,Manipur,19467,15650,2017,"3,817"
Tamei (ST),52,ST,50,ST,Z. Kikhonbou Newmai,Male,2,0.92%,Candidate Count,1657776,True,Upto 100,15186,47%,0,46-50,2,Lost,2,1,32295,BJP,National,Bharatiya Janata Party,S14,Manipur,15186,15186,2017,0
Nungba (ST),54,ST,66,ST,Gaikhangam,Male,2,0.62%,Candidate Count,1657776,True,5001-10000,10255,52%,1,61-70,1,Won,1,1,19659,INC,National,Indian National Congress,S14,Manipur,10255,5108,2017,"5,147"
Tipaimukh (st),55,ST,66,ST,Dr. Lallukhum Fimate,Male,2,0.26%,Candidate Count,1657776,True,Upto 100,4371,37%,0,61-70,2,Lost,2,1,11798,BJP,National,Bharatiya Janata Party,S14,Manipur,4371,4371,2017,0
Thanlon (ST),56,ST,53,ST,Vungzagin Valte,Male,2,0.59%,Candidate Count,1657776,True,5001-10000,9752,71%,1,51-60,1,Won,1,1,13687,BJP,National,Bharatiya Janata Party,S14,Manipur,9752,2583,2017,"7,169"
Henglep (ST),57,ST,60,ST,T. Manga Vaiphei,Male,2,0.49%,Candidate Count,1657776,True,Upto 100,8170,34%,0,51-60,2,Lost,2,1,23782,INC,National,Indian National Congress,S14,Manipur,8170,8170,2017,0
Churachandpur (ST),58,ST,56,ST,Haukhanthang,Male,2,0.03%,Candidate Count,1657776,True,Upto 100,535,2%,0,51-60,6,Lost,6,1,33840,INC,National,Indian National Congress,S14,Manipur,535,535,2017,0
Saikot (ST),59,ST,44,ST,Paokholal Haokip,Male,2,0.68%,Candidate Count,1657776,True,Upto 100,11253,33%,0,41-45,2,Lost,2,1,33892,BJP,National,Bharatiya Janata Party,S14,Manipur,11253,11253,2017,0
Singhat (ST),60,ST,57,ST,Ginsuanhau,Male,2,0.49%,Candidate Count,1657776,True,1001-2000,8131,44%,1,51-60,1,Won,1,1,18335,INC,National,Indian National Congress,S14,Manipur,8131,6969,2017,"1,162"
Tengnoupal (st),42,ST,52,ST,Yangkholet Haokip,Male,3,0.74%,Candidate Count,1657776,True,Upto 100,12284,29%,0,51-60,2,Lost,2,1,41689,BJP,National,Bharatiya Janata Party,S14,Manipur,12284,12284,2017,0
Phungyar (st),43,ST,51,ST,Somi Awungshi,Male,3,0.43%,Candidate Count,1657776,True,Upto 100,7122,29%,0,51-60,2,Lost,2,1,24956,BJP,National,Bharatiya Janata Party,S14,Manipur,7122,7122,2017,0
Chingai (st),45,ST,67,ST,Sword Vashum,Male,3,0.54%,Candidate Count,1657776,True,Upto 100,8932,28%,0,61-70,2,Lost,2,1,32071,BJP,National,Bharatiya Janata Party,S14,Manipur,8932,8932,2017,0
Karong (st),47,ST,52,ST,R. Yuh Jonathan Tao,Male,3,0.59%,Candidate Count,1657776,True,Upto 100,9745,22%,0,51-60,2,Lost,2,1,44096,BJP,National,Bharatiya Janata Party,S14,Manipur,9745,9745,2017,0
Mao (st),48,ST,54,ST,Woba Joram,Male,3,0.63%,Candidate Count,1657776,True,Upto 100,10519,21%,0,51-60,2,Lost,2,1,49216,BJP,National,Bharatiya Janata Party,S14,Manipur,10519,10519,2017,0
Tamei (ST),52,ST,43,ST,G.N. Kumuiteung (Dr. Aku),Male,3,0.07%,Candidate Count,1657776,True,Upto 100,1136,4%,0,41-45,3,Lost,3,1,32295,INC,National,Indian National Congress,S14,Manipur,1136,1136,2017,0
Tamenglong (ST),53,ST,50,ST,Samuel Jendai Kamei,Male,3,0.79%,Candidate Count,1657776,True,2001-5000,13023,53%,1,46-50,1,Won,1,1,24371,BJP,National,Bharatiya Janata Party,S14,Manipur,13023,11019,2017,"2,004"
Nungba (ST),54,ST,34,ST,Kamei William Kabui,Male,3,0.01%,Candidate Count,1657776,True,Upto 100,110,1%,0,31-35,4,Lost,4,1,19659,AITC,National,All India Trinamool Congress,S14,Manipur,110,110,2017,0
Henglep (ST),57,ST,61,ST,T. Thangzalam Haokip,Male,3,0.51%,Candidate Count,1657776,True,101-1000,8438,35%,1,61-70,1,Won,1,1,23782,BJP,National,Bharatiya Janata Party,S14,Manipur,8438,8170,2017,268
Chandel (st),41,ST,45,ST,Thangkholun Haokip,Male,4,0.01%,Candidate Count,1657776,True,Upto 100,221,1%,0,41-45,7,Lost,7,1,42336,AITC,National,All India Trinamool Congress,S14,Manipur,221,221,2017,0
Phungyar (st),43,ST,55,ST,Victor Keishing,Male,4,0.32%,Candidate Count,1657776,True,Upto 100,5313,21%,0,51-60,3,Lost,3,1,24956,INC,National,Indian National Congress,S14,Manipur,5313,5313,2017,0
Ukhrul (st),44,ST,43,ST,Somatai Shaiza,Male,4,0.68%,Candidate Count,1657776,True,Upto 100,11214,35%,0,41-45,2,Lost,2,1,32078,BJP,National,Bharatiya Janata Party,S14,Manipur,11214,11214,2017,0
Saikul (st),46,ST,49,ST,Paojalet Touthang,Male,4,0.27%,Candidate Count,1657776,True,Upto 100,4439,15%,0,46-50,3,Lost,3,1,29322,BJP,National,Bharatiya Janata Party,S14,Manipur,4439,4439,2017,0
Saikul (st),46,ST,71,ST,Yamthong Haokip,Male,5,0.52%,Candidate Count,1657776,True,2001-5000,8677,30%,1,>70,1,Won,1,1,29322,INC,National,Indian National Congress,S14,Manipur,8677,5416,2017,"3,261"
Chandel (st),41,ST,63,ST,Bd. Behring Anal,Male,1,0.18%,Candidate Count,1657776,True,Upto 100,3044,7%,0,61-70,4,Lost,4,1,42336,PDA,State,People's Democratic Alliance,S14,Manipur,3044,3044,2017,0
Tengnoupal (st),42,ST,46,ST,Khulpuwa Armstrong Charang,Male,1,0.66%,Candidate Count,1657776,True,Upto 100,11015,26%,0,46-50,3,Lost,3,1,41689,NPF,State,Naga Peoples Front,S14,Manipur,11015,11015,2017,0
Phungyar (st),43,ST,42,ST,K. Leishiyo,Male,1,0.72%,Candidate Count,1657776,True,2001-5000,11900,48%,1,41-45,1,Won,1,1,24956,NPF,State,Naga Peoples Front,S14,Manipur,11900,7122,2017,"4,778"
Chingai (st),45,ST,53,ST,Khashim Vashum,Male,1,1.00%,Candidate Count,1657776,True,5001-10000,16582,52%,1,51-60,1,Won,1,1,32071,NPF,State,Naga Peoples Front,S14,Manipur,16582,8932,2017,"7,650"
Karong (st),47,ST,56,ST,Dr. V. Alexander Pao,Male,1,0.32%,Candidate Count,1657776,True,Upto 100,5342,12%,0,51-60,5,Lost,5,1,44096,NPF,State,Naga Peoples Front,S14,Manipur,5342,5342,2017,0
Tamei (ST),52,ST,49,ST,Awangbow Newmai,Male,1,0.96%,Candidate Count,1657776,True,101-1000,15933,49%,1,46-50,1,Won,1,1,32295,NPF,State,Naga Peoples Front,S14,Manipur,15933,15186,2017,747
Mao (st),48,ST,50,ST,Losii Dikho,Male,2,1.56%,Candidate Count,1657776,True,10001-20000,25933,53%,1,46-50,1,Won,1,1,49216,NPF,State,Naga Peoples Front,S14,Manipur,25933,10519,2017,"15,414"
Tamenglong (ST),53,ST,39,ST,Janghemlung Panmei,Male,2,0.66%,Candidate Count,1657776,True,Upto 100,11019,45%,0,36-40,2,Lost,2,1,24371,NPF,State,Naga Peoples Front,S14,Manipur,11019,11019,2017,0
Ukhrul (st),44,ST,56,ST,Samuel Risom,Male,3,0.54%,Candidate Count,1657776,True,Upto 100,8883,28%,0,51-60,3,Lost,3,1,32078,NPF,State,Naga Peoples Front,S14,Manipur,8883,8883,2017,0
Saikul (st),46,ST,43,ST,Mangvung Thangboi Haokip,Male,3,0.02%,Candidate Count,1657776,True,Upto 100,304,1%,0,41-45,8,Lost,8,1,29322,NPF,State,Naga Peoples Front,S14,Manipur,304,304,2017,0
Tadubi (st),49,ST,52,ST,K. Raina,Male,3,0.40%,Candidate Count,1657776,True,Upto 100,6614,16%,0,51-60,3,Lost,3,1,40757,NPF,State,Naga Peoples Front,S14,Manipur,6614,6614,2017,0
Saitu (ST),51,ST,59,ST,Sehpu Haokip,Male,3,0.07%,Candidate Count,1657776,True,Upto 100,1166,3%,0,51-60,3,Lost,3,1,36393,NPF,State,Naga Peoples Front,S14,Manipur,1166,1166,2017,0
Tipaimukh (st),55,ST,42,ST,Ngursanglur Sanate,Male,3,0.13%,Candidate Count,1657776,True,Upto 100,2167,18%,0,41-45,3,Lost,3,1,11798,NPEP,State,National People's Party,S14,Manipur,2167,2167,2017,0
Thanlon (ST),56,ST,64,ST,T. Nengzakham Tombing,Male,3,0.02%,Candidate Count,1657776,True,Upto 100,413,3%,0,61-70,4,Lost,4,1,13687,NPEP,State,National People's Party,S14,Manipur,413,413,2017,0
Saikot (ST),59,ST,59,ST,Holkholun Lhungdim,Male,3,0.37%,Candidate Count,1657776,True,Upto 100,6096,18%,0,51-60,3,Lost,3,1,33892,LJP,State,Lok Jan Shakti Party,S14,Manipur,6096,6096,2017,0
Singhat (ST),60,ST,56,ST,Henlianthang Thanglet,Male,3,0.19%,Candidate Count,1657776,True,Upto 100,3124,17%,0,51-60,3,Lost,3,1,18335,NPEP,State,National People's Party,S14,Manipur,3124,3124,2017,0
Tengnoupal (st),42,ST,54,ST,Kh David Maring,Male,4,0.08%,Candidate Count,1657776,True,Upto 100,1300,3%,0,51-60,4,Lost,4,1,41689,NPEP,State,National People's Party,S14,Manipur,1300,1300,2017,0
Tadubi (st),49,ST,50,ST,Dilungheing,Male,4,0.02%,Candidate Count,1657776,True,Upto 100,354,1%,0,46-50,4,Lost,4,1,40757,LJP,State,Lok Jan Shakti Party,S14,Manipur,354,354,2017,0
Nungba (ST),54,ST,41,ST,Pou Mathiupuang Gonmei,Male,4,0.25%,Candidate Count,1657776,True,Upto 100,4111,21%,0,41-45,3,Lost,3,1,19659,LJP,State,Lok Jan Shakti Party,S14,Manipur,4111,4111,2017,0
Thanlon (ST),56,ST,61,ST,Thangkhangin,Male,4,0.05%,Candidate Count,1657776,True,Upto 100,795,6%,0,61-70,3,Lost,3,1,13687,LJP,State,Lok Jan Shakti Party,S14,Manipur,795,795,2017,0
Henglep (ST),57,ST,30,ST,Thongzamlien,Male,4,0.03%,Candidate Count,1657776,True,Upto 100,547,2%,0,Upto 30,5,Lost,5,1,23782,NPF,State,Naga Peoples Front,S14,Manipur,547,547,2017,0
Churachandpur (ST),58,ST,71,ST,Phungzathang Tonsing,Male,4,0.58%,Candidate Count,1657776,True,Upto 100,9632,28%,0,>70,2,Lost,2,1,33840,NPEP,State,National People's Party,S14,Manipur,9632,9632,2017,0
Chandel (st),41,ST,59,ST,St. Victor Nunghlung,Male,5,0.09%,Candidate Count,1657776,True,Upto 100,1574,4%,0,51-60,5,Lost,5,1,42336,NPF,State,Naga Peoples Front,S14,Manipur,1574,1574,2017,0
Ukhrul (st),44,ST,45,ST,Worthington Mahung,Male,5,0.02%,Candidate Count,1657776,True,Upto 100,310,1%,0,41-45,4,Lost,4,1,32078,LJP,State,Lok Jan Shakti Party,S14,Manipur,310,310,2017,0
Chandel (st),41,ST,40,ST,Letpao Haokip,Male,6,0.86%,Candidate Count,1657776,True,2001-5000,14216,34%,1,36-40,1,Won,1,1,42336,NPEP,State,National People's Party,S14,Manipur,14216,12091,2017,"2,125"
Saikul (st),46,ST,57,ST,Ch. Ajang Khongsai,Male,6,0.18%,Candidate Count,1657776,True,Upto 100,2993,10%,0,51-60,5,Lost,5,1,29322,NPEP,State,National People's Party,S14,Manipur,2993,2993,2017,0
Tadubi (st),49,ST,51,ST,N. Kayisii,Male,6,1.03%,Candidate Count,1657776,True,1001-2000,17115,42%,1,51-60,1,Won,1,1,40757,NPEP,State,National People's Party,S14,Manipur,17115,15816,2017,"1,299"
Henglep (ST),57,ST,42,ST,Letzamang Haokip,Male,6,0.31%,Candidate Count,1657776,True,Upto 100,5146,22%,0,41-45,3,Lost,3,1,23782,NPEP,State,National People's Party,S14,Manipur,5146,5146,2017,0
Saikul (st),46,ST,39,ST,Thangjamang Haokip,Male,10,0.17%,Candidate Count,1657776,True,Upto 100,2803,10%,0,36-40,6,Lost,6,1,29322,LJP,State,Lok Jan Shakti Party,S14,Manipur,2803,2803,2017,0
Churachandpur (ST),58,ST,40,ST,Paukhansuan Khuptong,Male,3,0.39%,Candidate Count,1657776,True,Upto 100,6411,19%,0,36-40,3,Lost,3,1,33840,NEINDP,Unrecognised,North East India Development Party,S14,Manipur,6411,6411,2017,0
Chingai (st),45,ST,70,ST,N.K. Shimray,Male,4,0.01%,Candidate Count,1657776,True,Upto 100,157,0%,0,61-70,4,Lost,4,1,32071,NEINDP,Unrecognised,North East India Development Party,S14,Manipur,157,157,2017,0
Tadubi (st),49,ST,49,ST,L. Hingba Thomas,Male,5,0.02%,Candidate Count,1657776,True,Upto 100,330,1%,0,46-50,5,Lost,5,1,40757,MNDF,Unrecognised,Manipur National Democratic Front,S14,Manipur,330,330,2017,0
Henglep (ST),57,ST,50,ST,Mangcha Gangte,Male,5,0.08%,Candidate Count,1657776,True,Upto 100,1303,5%,0,46-50,4,Lost,4,1,23782,MNDF,Unrecognised,Manipur National Democratic Front,S14,Manipur,1303,1303,2017,0
Churachandpur (ST),58,ST,36,ST,Thangbiaklian Hangzo,Male,5,0.22%,Candidate Count,1657776,True,Upto 100,3712,11%,0,36-40,4,Lost,4,1,33840,RPI(A),Unrecognised,Republican Party of India (A),S14,Manipur,3712,3712,2017,0
Saikul (st),46,ST,57,ST,Doukhomang Khongsai,Male,7,0.24%,Candidate Count,1657776,True,Upto 100,4008,14%,0,51-60,4,Lost,4,1,29322,NEINDP,Unrecognised,North East India Development Party,S14,Manipur,4008,4008,2017,0
Saikul (st),46,ST,68,ST,Letjam Singson,Male,8,0.00%,Candidate Count,1657776,True,Upto 100,67,0%,0,61-70,9,Lost,9,1,29322,MNDF,Unrecognised,Manipur National Democratic Front,S14,Manipur,67,67,2017,0
Saikul (st),46,ST,52,ST,L. Samuel Kom,Male,9,0.03%,Candidate Count,1657776,True,Upto 100,464,2%,0,51-60,7,Lost,7,1,29322,RPI(A),Unrecognised,Republican Party of India (A),S14,Manipur,464,464,2017,0
Mao (st),48,ST,66,ST,R. Haba Pao,Male,4,0.31%,Candidate Count,1657776,True,Upto 100,5101,10%,0,61-70,4,Lost,4,1,49216,IND,Independent,Independent,S14,Manipur,5101,5101,2017,0
Tipaimukh (st),55,ST,33,ST,Ngurrivung,Male,4,0.01%,Candidate Count,1657776,True,Upto 100,132,1%,0,31-35,4,Lost,4,1,11798,IND,Independent,Independent,S14,Manipur,132,132,2017,0
Phungyar (st),43,ST,58,ST,A.S. Hopingson,Male,5,0.03%,Candidate Count,1657776,True,Upto 100,452,2%,0,51-60,4,Lost,4,1,24956,IND,Independent,Independent,S14,Manipur,452,452,2017,0
Karong (st),47,ST,62,ST,Solomon Vieno,Male,5,0.40%,Candidate Count,1657776,True,Upto 100,6553,15%,0,61-70,4,Lost,4,1,44096,IND,Independent,Independent,S14,Manipur,6553,6553,2017,0
Thanlon (ST),56,ST,32,ST,P. Khamsanglian,Male,5,0.01%,Candidate Count,1657776,True,Upto 100,107,1%,0,31-35,5,Lost,5,1,13687,IND,Independent,Independent,S14,Manipur,107,107,2017,0
Karong (st),47,ST,41,ST,Thaiba Sanii,Male,6,0.44%,Candidate Count,1657776,True,Upto 100,7322,17%,0,41-45,3,Lost,3,1,44096,IND,Independent,Independent,S14,Manipur,7322,7322,2017,0
Churachandpur (ST),58,ST,40,ST,Chintwahlian @ C.T. Lian Guite,Male,6,0.18%,Candidate Count,1657776,True,Upto 100,3040,9%,0,36-40,5,Lost,5,1,33840,IND,Independent,Independent,S14,Manipur,3040,3040,2017,0
Chandel (st),41,ST,47,ST,Ts Warngam,Male,7,0.73%,Candidate Count,1657776,True,Upto 100,12091,29%,0,46-50,2,Lost,2,1,42336,IND,Independent,Independent,S14,Manipur,12091,12091,2017,0
Churachandpur (ST),58,ST,52,ST,Dr. D.K. Mang,Male,7,0.01%,Candidate Count,1657776,True,Upto 100,156,0%,0,51-60,7,Lost,7,1,33840,IND,Independent,Independent,S14,Manipur,156,156,2017,0
Saikul (st),46,ST,41,ST,Kenn Raikhan,Male,11,0.00%,Candidate Count,1657776,True,Upto 100,45,0%,0,41-45,11,Lost,11,1,29322,IND,Independent,Independent,S14,Manipur,45,45,2017,0
